chemID	l_mean	m_mean	h_mean	monotonic_status
100021136	1.1982921052631579	0.9944000000000001	0.9585090909090909	dynamic
100000882	1.1330947368421052	1.126609756097561	1.1037363636363637	stable
409	1.0607486842105263	0.9998341463414634	1.3749363636363636	dynamic
100002254	2.2668105263157896	2.2723219512195123	1.5480545454545453	dynamic
361	1.4667513157894736	1.458741463414634	3.6116363636363635	dynamic
100019975	1.2583855263157895	1.2422414634146342	1.273090909090909	stable
100000257	1.0623776315789473	1.3559560975609757	1.6003	up
100001232	1.267896052631579	1.3699999999999999	1.1591909090909092	dynamic
100001948	0.9964421052631579	0.998980487804878	1.0878999999999999	dynamic
100001073	1.204246052631579	1.4502853658536585	0.6333090909090909	dynamic
100015637	1.092632894736842	1.1678	1.0656363636363637	dynamic
100006360	3.4110736842105265	2.1369634146341463	4.527927272727273	dynamic
1488	1.0304815789473685	1.1104756097560975	1.0313545454545454	dynamic
100002253	1.4308342105263159	1.562229268292683	1.3335818181818182	dynamic
1023	0.9952	0.9579268292682926	1.0911545454545455	dynamic
100004284	6.090018421052632	9.321919512195121	3.5611272727272727	dynamic
100001251	1.3451394736842106	1.2542878048780488	0.8864363636363636	down
362	1.209811842105263	1.0505560975609756	1.5304909090909091	dynamic
100006620	1.2800065789473685	1.183980487804878	0.9736818181818182	down
111	1.120428947368421	1.187570731707317	1.2585454545454546	stable
100009045	1.076028947368421	1.005770731707317	0.9350818181818182	dynamic
100002927	1.3688513157894737	1.2419804878048781	1.2241636363636363	dynamic
100015641	1.122057894736842	0.9897756097560976	1.2194363636363637	dynamic
1114	1.287471052631579	1.1349146341463414	0.8653545454545455	down
100020409	1.2356631578947368	1.0706317073170732	2.273090909090909	dynamic
158	1.0765407894736843	1.029870731707317	1.0220272727272728	stable
1224	1.0444486842105263	1.0023	1.4016454545454546	dynamic
100001620	1.0660263157894736	0.9301512195121951	1.1670181818181817	dynamic
100020893	1.0412105263157894	1.0129536585365855	1.1406909090909092	dynamic
100002458	1.2360434210526317	1.264951219512195	0.9932181818181818	dynamic
100001112	1.1997855263157895	1.1402121951219513	1.262	dynamic
100002953	1.1635526315789473	1.1818780487804879	1.0005636363636363	dynamic
1141	1.0181605263157896	1.0131268292682927	1.206690909090909	dynamic
100015834	1.1941947368421053	1.002809756097561	1.2621090909090908	dynamic
100004561	1.1843513157894736	1.1468536585365854	1.1291272727272728	stable
100020497	1.0622026315789475	0.8720658536585366	0.9363545454545454	dynamic
498	1.119175	0.9898756097560976	1.016609090909091	dynamic
100006051	1.3159618421052632	1.3717878048780487	1.0602272727272728	dynamic
1668	1.6616197368421053	1.4381609756097562	3.028190909090909	dynamic
100004523	1.022453947368421	1.1716853658536586	0.9742363636363636	dynamic
100001604	1.4659197368421053	1.2105268292682927	1.2809181818181818	dynamic
100001002	1.025632894736842	1.031780487804878	0.9179181818181819	dynamic
100001987	2.4149565789473684	1.6999926829268293	1.0366	down
100002462	1.125882894736842	1.0001439024390244	1.2190545454545454	dynamic
466	1.2501578947368421	1.3528121951219512	1.4206454545454545	dynamic
100000665	1.216482894736842	1.3191878048780488	1.223309090909091	dynamic
445	1.2939565789473684	1.3678073170731708	1.3513363636363636	stable
2029	1.3814302631578947	1.1521926829268292	1.0977818181818182	dynamic
100006438	2.146338157894737	1.859160975609756	0.9582363636363637	down
100001398	1.3437078947368422	1.2981073170731707	2.746981818181818	dynamic
235	1.1796934210526315	1.0436780487804878	1.3894	dynamic
100000997	1.226292105263158	1.2633219512195122	1.6680727272727274	dynamic
100002094	1.09595	1.0911341463414634	1.0356454545454545	stable
1052	1.0252881578947368	0.9585170731707318	1.0634	dynamic
100020823	1.3097026315789473	1.086170731707317	1.9300818181818182	dynamic
100001806	1.8354934210526315	1.3640219512195122	0.8895	down
100006092	1.2842618421052632	1.0365073170731707	1.5146363636363636	dynamic
100001415	1.0307842105263159	1.0174390243902438	1.2216363636363636	dynamic
100000008	1.048896052631579	1.1084292682926828	1.3624818181818181	dynamic
565	1.0405434210526316	0.9395292682926829	0.9338636363636363	dynamic
100015851	1.154538157894737	0.9335097560975609	0.9976727272727273	dynamic
100001866	1.0677302631578947	0.9802146341463415	1.2474181818181818	dynamic
100020546	1.7607407894736842	0.7636341463414634	1.0169636363636363	dynamic
100016110	0.9922447368421052	0.9443219512195122	0.8405181818181818	dynamic
100001254	1.1423039473684211	0.8850439024390244	1.0890090909090908	dynamic
100006260	1.0442276315789474	1.0480365853658538	1.4569636363636365	dynamic
826	1.1818013157894738	1.1387512195121952	1.1345818181818181	stable
100001872	1.246553947368421	1.1344780487804877	1.6355454545454546	dynamic
100000263	1.1309197368421053	0.9470024390243902	1.2671999999999999	dynamic
100021198	1.098032894736842	1.0037731707317072	1.1569636363636364	dynamic
100015967	1.171853947368421	0.9695	5.331518181818182	dynamic
278	1.0369263157894737	1.0074634146341463	1.2825272727272727	dynamic
519	1.1475447368421052	1.4103341463414634	1.005190909090909	dynamic
100009337	1.5440236842105264	1.1916463414634146	1.1919363636363636	dynamic
100002185	1.0220802631578947	0.9692682926829268	0.8945090909090909	dynamic
100001278	1.2404486842105262	1.669829268292683	1.2045363636363637	dynamic
100002103	1.085561842105263	0.9445268292682927	1.1486181818181818	dynamic
980	1.1268473684210527	1.3092341463414634	1.0439	dynamic
100000016	1.014963157894737	1.2316048780487805	0.9496909090909091	dynamic
100020372	1.1824526315789474	0.9238365853658537	1.1668454545454545	dynamic
100001662	1.0277526315789474	0.9363536585365854	1.1025181818181817	dynamic
100019972	1.2356907894736842	1.5713024390243902	0.8555454545454546	dynamic
254	2.3581815789473684	2.1372121951219514	1.6922181818181818	down
100002009	3.2365105263157896	2.265068292682927	4.948554545454545	dynamic
100010895	1.0425381578947368	0.9591463414634146	1.0935454545454546	dynamic
1140	1.0348302631578947	1.0385414634146342	1.0973727272727272	stable
100008951	1.051946052631579	0.8260658536585366	1.2833272727272726	dynamic
1084	1.0721710526315789	0.994390243902439	1.0611636363636363	dynamic
100002796	1.248375	1.2062243902439025	0.8766090909090909	dynamic
