chemID	l_mean	m_mean	h_mean	monotonic_status
TAG52:0FA20:0	0.37094342105263156	0.4287365853658537	0.5403272727272728	up
TAG58:6FA22:5	0.3432789473684211	0.3163853658536585	0.29366363636363635	down
TAG50:1FA20:1	0.17443815789473685	0.20604878048780487	0.20594545454545454	dynamic
TAG54:6FA20:3	0.5733236842105263	0.6353756097560975	0.48256363636363636	dynamic
CE(24:0)	0.2610657894736842	0.24533658536585365	0.2403909090909091	stable
LCER(22:0)	0.2280671052631579	0.1901170731707317	0.2783909090909091	dynamic
TAG48:4FA16:1	0.3293052631578947	0.3889878048780488	0.33341818181818184	dynamic
TAG51:4FA16:0	1.2171842105263158	1.2269829268292682	1.2244363636363635	stable
PC(16:0/18:1)	199.4867052631579	198.48918780487804	213.25027272727272	dynamic
TAG50:3FA14:1	0.9629605263157894	1.055709756097561	1.0836181818181818	dynamic
CE(17:0)	6.792986842105263	6.7119682926829265	7.1527	stable
TAG56:6FA22:6	0.8174894736842105	0.5987243902439024	0.9327272727272727	dynamic
PC(18:1/16:1)	7.413613157894737	7.801043902439025	8.069227272727273	stable
TAG53:3FA16:0	0.8427815789473684	0.9072365853658537	0.8172818181818182	dynamic
TAG54:4FA20:4	1.6967039473684211	1.9951390243902438	1.8122545454545456	dynamic
DAG(14:0/20:4)	0.02979342105263158	0.04001707317073171	0.040818181818181816	dynamic
CE(18:2)	1353.8398184210525	1323.6068	1302.464609090909	stable
DAG(14:1/18:1)	0.1494671052631579	0.15176829268292683	0.14493636363636364	stable
DCER(20:0)	0.05857105263157895	0.051534146341463416	0.058963636363636364	dynamic
LCER(20:1)	0.03595526315789474	0.03394878048780488	0.04122727272727273	dynamic
TAG54:3FA16:0	3.810778947368421	3.9341804878048783	3.3204363636363636	dynamic
TAG48:3FA14:0	2.4476592105263157	2.805031707317073	2.442881818181818	dynamic
TAG56:1FA18:1	0.3675684210526316	0.40210975609756094	0.5334090909090909	up
