	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG48:2FA14:0	12.6924	27.2301	7.6967	15.1697	12.3612	7.0538	3.1886	1.1769	6.2102	9.7211	3.932	2.4878	6.2884	3.1058	13.7715	5.3754	5.3669	7.677	19.0471	2.2034	5.9962	19.4902	13.8863	31.0798	9.7481	10.1576	15.9051	22.4565	45.7085	9.0087	8.4245	17.3163	11.5008	19.5785	3.7741	3.7915	5.1114	2.5617	2.6969	3.023	29.4403	19.6112	2.9360000000000004	1.2421	8.5627	4.0215	6.3405	3.9385	2.971	6.5716	7.6719	4.7763	1.3587	34.9779	12.7628	24.9014	18.2961	2.6304	4.3846
TAG48:3FA18:1	4.8315	7.2992	4.0642	11.0606	7.8942	1.6253	0.6588	0.5881	10.6187	2.1869	1.0968	1.0191	1.6565	0.9518	2.9232	1.6693	1.7644	2.6483	21.7014	0.7521	2.2945	19.5261	2.8704	9.0577	3.0659	1.2672	3.5534	10.9763	40.3933	1.4787	1.3686	5.2552	4.0476	19.7563	9.7463	1.0691	1.3708	0.4413	0.4578	0.6915	8.2597	4.684	1.5341	0.4301	2.2611	1.1604	3.8993	1.0014	1.0104	1.2145	1.3092	1.9417	0.3433	6.2878	2.3825	3.2346	2.2829	0.4495	1.606
DAG(16:1/18:2)	0.8674	1.5122	0.8945	0.9171	1.4778	0.657	0.7672	0.2952	0.6813	0.6569	0.421	0.281	0.8454	0.7277	1.1973	1.0012	0.499	0.3455	0.8707	0.6042	1.0887	1.2229	0.8812	1.0577	1.0769	1.7734	2.7141	1.3446	1.4654	1.3075	1.1383	0.7586	0.7696	0.7953	0.4715	0.4201	0.5986	0.2474	0.2333	0.3377	1.7293	1.9349	0.4528	0.1956	0.7325	0.7186	0.7492	0.378	0.2782	0.9861	0.9215	0.2586	0.2805	2.9423	1.3532	1.4356	0.9491	0.279	0.5196
TAG53:6FA18:3	2.7693	3.1994	3.0084	2.8917	2.8249	2.6803	2.818	2.8928	2.7503	2.6639	2.9572	2.7065	2.8215	2.8486	2.9281	2.8416	2.939	2.774	2.9476	2.7248	2.6982	2.9571	2.7051	2.8336	2.9518	2.7832	2.9012	2.9579	2.9771	2.8432	3.0484	2.888	2.8043	2.9639	2.9783	3.1821	2.7152	2.4898	2.7582	2.6104	3.1066	2.7996	2.5165	2.5729	2.8702	2.9831	3.0046	2.758	2.8016	2.9289	2.7318	2.9529	2.6629	2.9341	2.9535	3.0383	2.5632	2.6833	2.8125
PC(16:0/12:0)	0.3688	0.5825	0.7723	0.6201	0.4377	0.8136	0.4509	0.13165	0.13165	0.5899	0.7645	0.8338	0.5442	0.5813	0.8277	0.8446	0.5248	0.7776	0.8002	0.6023	0.7518	0.13165	0.13165	0.5445	0.7195	0.5047	0.4947	0.6953	0.8569	0.5198	0.5856	0.7115	0.621	0.6264	0.4799	0.3452	0.5478	0.6164	0.4819	0.13165	0.863	0.7006	0.9239	0.6292	0.4234	0.13165	0.13165	0.2806	0.4229	0.4499	0.4365	0.5452	0.6432	0.5814	0.7762	0.8488	0.9774	0.6803	0.13165
TAG51:5FA18:2	0.3117	0.6414	0.4922	0.4001	0.2732	0.1304	0.1657	0.1804	0.2406	0.1257	0.191	0.1239	0.2559	0.2609	0.2156	0.246	0.1567	0.1522	0.4147	0.0813	0.1713	0.5056	0.3599	0.3732	0.3799	0.1375	0.3439	0.2311	0.3076	0.1184	0.1648	0.2521	0.16899999999999998	0.7007	0.2152	0.1881	0.1763	0.0688	0.0709	0.0569	0.7848	0.3086	0.0692	0.105	0.2207	0.1661	0.1799	0.1612	0.2033	0.1774	0.1572	0.3208	0.1599	0.4617	0.2753	0.398	0.1871	0.0559	0.1242
PE(P16:0/20:4)	9.5601	12.2868	8.8889	7.77	7.8237	8.2864	13.2043	9.9792	7.8547	7.2288	9.0879	5.9883	7.8573	6.8097	7.633999999999999	7.0134	19.0439	15.8851	14.9628	7.3972	5.6836	8.5936	11.5824	7.9717	9.52	8.5559	9.2209	6.4115	9.3211	12.3904	15.7985	13.4003	12.3509	6.3461	7.0222	6.4114	7.2476	13.2335	15.0649	11.4642	12.2611	12.0162	13.5342	9.7803	15.9898	10.1793	8.7122	6.4555	9.0086	8.0225	16.642	10.1888	12.3737	15.9	10.665	12.390999999999998	10.7263	9.1014	10.799
TAG49:1FA16:1	0.2611	1.0325	0.1722	0.1413	0.1919	0.2121	0.0897	0.0394	0.0998	0.378	0.0983	0.0845	0.1335	0.0563	0.3101	0.1542	0.2118	0.2385	0.2063	0.052000000000000005	0.115	0.339	0.2697	0.7033	0.1905	0.4192	0.39	0.3686	0.664	0.3829	0.3999	0.4206	0.2865	0.2624	0.0561	0.0899	0.1506	0.0987	0.1161	0.0967	1.1301	0.6462	0.1131	0.0338	0.2112	0.123	0.1517	0.1139	0.0732	0.182	0.2433	0.0524	0.0384	0.7621	0.4112	1.2236	0.721	0.1801	0.1432
TAG56:5FA20:1	0.528	0.9074	0.9098	0.8543	0.4784	0.2107	0.2407	0.6394	0.3854	0.2777	0.4087	0.3389	0.5733	0.7088	0.6628	0.7876	0.2551	0.2138	0.857	0.5077	0.4453	1.0042	0.618	0.4607	1.1262	0.2079	0.5813	0.3031	0.6835	0.2082	0.225	0.2825	0.1963	0.8232	1.1928	0.1995	0.1908	0.1055	0.0918	0.1665	0.8473	0.6451	0.1709	0.2644	0.4158	0.3901	0.4709	0.4011	0.3047	0.2528	0.2872	0.5339	0.3588	0.6822	0.4768	0.8209	0.1826	0.093	0.422
LPE(18:0)	0.81	1.6814	1.0542	1.4554	1.3646	0.9272	0.8096	0.7561	0.7202	1.3626	0.6633	0.9064	0.9257	1.027	1.4035	1.4018	1.2781	1.4353	1.5682	1.2869	0.9266	1.4072	1.3741	1.1897	1.4597	0.9863	1.6441	1.2411	1.376	1.027	1.0981	1.8788	0.9393	0.7927	0.9209	0.7544	0.7440000000000001	1.1421	0.9051	1.0042	1.8445	1.8632	1.1053	1.0421	0.7413	0.6385	0.8922	0.7002	0.6333	0.8062	0.7917	1.2655	1.2584	1.7457	0.9885	1.7502	1.5213	0.6855	1.4183
FFA(20:4)	5.2589	4.586	5.8020000000000005	3.4316	3.8299	4.9179	7.0245	5.1966	5.5738	3.7662	6.0224	5.4236	6.2691	6.1034	5.1644	4.7787	7.3331	5.8535	4.4172	6.1343	5.2044	4.3939	5.0358	3.7473	4.1145	7.9228	4.2995	7.0472	4.2492	5.2907	6.1452	5.0742	5.931	4.6572	4.0942	3.8361	3.9846	5.0585	4.7093	6.4668	5.1253	4.2039	6.853	4.0621	5.1656	3.6021	4.1517	5.1361	5.2309	5.8349	5.1602	4.1919	6.315	6.0063	6.0522	4.9553	6.507999999999999	7.7047	5.4147
TAG46:1FA14:1	2.2876	2.917	0.773	0.9349	0.9623	0.8255	0.4612	0.4791	0.6523	0.8692	0.7328	0.8307	0.7901	0.8147	1.1992	1.3197	0.7931	1.0914	0.8674	0.414	0.397	0.6563	0.868	1.9956	0.8711	1.0597	0.8683	1.1193	1.3708	1.0206	1.6041	1.3235	1.0733	1.3352	1.0490000000000002	0.9344	0.9624	0.6039	0.6367	0.5244	2.2743	1.4169999999999998	0.5654	0.3746	0.8123	1.461	1.5462	0.8919	0.8603	0.9932	1.1387	1.5537	0.7484	2.5783	0.8521	2.3249	2.0512	0.9033	1.0759
TAG46:3FA14:0	0.4514	0.9029	0.1641	0.47	0.4056	0.2197	0.0436	0.0245	0.1615	0.1505	0.0654	0.056	0.1259	0.0349	0.173	0.0632	0.1416	0.1906	0.8315	0.0426	0.116	0.5636	0.2163	0.9546	0.1494	0.1337	0.2184	0.4878	0.9336	0.147	0.1282	0.685	0.4817	1.5055	0.0902	0.134	0.1394	0.0814	0.0675	0.0622	1.1484	0.3904	0.039	0.0252	0.2362	0.0708	0.2185	0.0721	0.1233	0.0992	0.1171	0.1684	0.0326	0.7399	0.2247	0.5138	0.4693	0.0444	0.0796
PE(P18:1/22:5)	0.6432	1.6277	0.9543	0.4292	0.7561	1.2505	1.0938	0.531	0.498	0.9458	0.6519	0.4922	1.0344	0.8806	1.154	0.9934	1.7372	1.3859	1.2192	1.041	0.8481	0.7573	0.6807	0.6626	0.9766	0.8128	0.6729	0.5182	0.8128	0.765	0.8341	1.6684	1.1449	0.8183	0.7899	0.7501	1.056	0.9069	0.6741	0.9549	0.9455	1.2403	0.8971	1.1352	0.9356	0.9064	0.7323	0.4817	0.5495	0.6155	1.0471	0.645	0.85	1.445	0.8064	1.214	0.9415	1.0114	0.7423
TAG50:1FA14:0	3.3787	12.8772	2.5791	3.2910000000000004	2.9472	1.7295	0.8184	0.4134	2.6328	3.4360000000000004	1.0188	0.8764	1.6686	0.8799	5.6742	2.8206	2.9585	2.7139	7.7754	0.66	1.4167	4.9536	2.8399	5.8944	2.0853	2.2468	4.7781	5.2433	15.9596	3.202	2.6683	6.0152	2.9124	7.6728	2.0692	0.9285	1.212	0.743	0.8222	1.106	8.7128	6.6167	1.0164	0.4764	2.7922	1.516	2.9562	1.267	1.153	1.7899	2.209	1.3906	0.4095	6.751	3.4383	5.0122	4.9905	0.8947	2.1906
TAG56:8FA20:4	3.2564	4.8883	5.1678	1.6944	1.2828	1.9276	1.7943	1.7627	1.4991	0.8146	1.364	0.7897	2.4495	4.2364	2.2949	2.0966	1.7912	1.6074	1.9897	0.6606	0.8664	3.8232	2.4726	1.4346	1.8229	2.2936	2.0883	2.0393	2.8835	1.2442	2.0645	1.8648	1.6509	2.1791	1.7308	2.186	2.0339	1.6482	1.6382	1.8506	7.0831	2.4012	1.6019	1.7656	3.4554	2.2296	2.1577	2.6113	2.9606	1.5037	1.3817	2.1336	2.9454	4.6386	2.8717	4.7835	1.4665	1.1376	1.2271
TAG56:4FA20:1	1.3301	2.3348	1.8217	1.3730000000000002	0.9248	0.4823	0.5509	1.2067	0.8975	0.9955	0.794	0.7146	1.1856	1.3088	2.1174	2.1857	0.8018	0.6321	2.293	1.6005	1.1481	1.8393	1.1433	1.016	2.4974	0.517	1.6658	0.7653	1.9734	0.6477	0.674	0.6858	0.4219	1.7498	4.4573	0.4045	0.3935	0.2224	0.2153	0.4366	1.6128	1.6982	0.457	0.6264	0.949	0.9389	1.1573	0.8074	0.5196	0.6675	0.5357	0.9084	0.5533	1.5673	1.1577	1.5407	0.575	0.3211	1.125
MAG(18:3)	0.0488	0.1105	0.0689	0.08800000000000001	0.0659	0.0941	0.1257	0.0763	0.0902	0.1077	0.0795	0.0837	0.07	0.0914	0.0897	0.1138	0.1117	0.1398	0.0994	0.0891	0.1057	0.1078	0.0904	0.107	0.1332	0.1072	0.1048	0.0799	0.115	0.0746	0.086	0.1036	0.09	0.0977	0.0681	0.0714	0.0984	0.1199	0.099	0.0831	0.0917	0.0778	0.1447	0.1319	0.0792	0.0658	0.0804	0.0748	0.0774	0.0888	0.0866	0.0938	0.0724	0.1013	0.0782	0.1138	0.1023	0.0851	0.101
PE(18:0/20:4)	15.5914	26.7606	18.3345	16.85	16.3095	9.2358	14.2826	7.4254	7.9004	14.9739	8.6205	7.0786	15.0772	17.9317	24.497	18.4091	27.6805	29.0147	18.5033	15.7043	13.0626	15.8527	20.0116	12.8326	15.94	12.1368	22.8982	13.461	21.5777	18.8085	20.4839	21.1781	22.9556	9.8316	11.1464	6.3233	8.1096	8.6121	6.3516	15.6772	14.0005	28.4589	12.5763	14.0737	22.1971	12.1969	15.0476	11.376	9.6645	11.5763	13.8942	13.1766	15.7741	27.7285	14.6687	14.4105	15.2321	14.0443	14.0875
TAG53:2FA18:1	4.8154	18.9543	6.8587	3.335	3.9614	3.0175	2.8094	2.0098	5.4722	7.4231	4.0280000000000005	3.659	5.5374	3.2985	13.2136	11.06	6.4053	5.2248	11.5284	2.3983	3.4291	6.8942	6.395	7.6091	6.9753	5.5559	12.7532	5.1724	11.832	9.4308	9.4614	6.935	3.6516	9.5	6.3174	2.1678	2.6604	1.6337	2.2225	2.3397	13.0902	14.1128	3.857	2.4504	6.1801	5.9907	6.9328	3.395	2.5058	4.5049	4.8142	2.8452	1.7023	9.2806	7.8012	8.3907	6.6717	2.6343	5.7666
TAG54:7FA22:5	0.2936	0.6167	0.8037	0.2266	0.1942	0.1918	0.1928	0.0833	0.2366	0.0819	0.1562	0.1286	0.2216	0.1897	0.3921	0.315	0.1071	0.16	0.8645	0.048	0.0811	0.3916	0.2444	0.2438	0.2105	0.3192	0.3102	0.2933	0.5177	0.204	0.2241	0.2166	0.2235	0.7059	0.2191	0.0775	0.0766	0.0897	0.1084	0.0644	0.534	0.4215	0.1273	0.0832	0.3778	0.1642	0.1964	0.1488	0.1884	0.1817	0.1824	0.0978	0.0912	0.6779	0.5602	0.3624	0.3146	0.0927	0.083
TAG60:12FA22:6	0.368	0.1731	1.8299	0.0477	0.046	0.3885	0.3969	0.2449	0.2916	0.0202	0.049	0.1787	0.0528	0.1612	0.3782	0.6482	0.0332	0.0439	1.151	0.00975	0.00975	0.1201	0.1057	0.0294	0.0311	0.3563	0.0945	0.1145	0.1053	0.0759	0.0963	0.0529	0.0644	1.0533	0.9957	0.0469	0.0397	0.4981	0.3835	0.0379	0.3571	0.1074	0.1634	0.0903	0.1916	0.0943	0.102	0.2745	0.3263	0.0525	0.0824	0.0444	0.0703	0.1339	1.2576	1.2122	0.1347	0.1632	0.0298
PC(18:0/20:2)	1.0513	1.3532	0.8362	2.4859	3.0917	1.6157	1.8119	0.6718	0.9409	2.3801	0.7563	1.1067	1.0153	1.9874	2.2153	1.9261	1.6879	2.2322	1.5476	1.7154	1.7126	1.8508	1.6318	2.8144	2.268	1.4972	1.9993	1.7898	2.2009	1.0447	1.118	2.2892	1.6348	0.8922	0.5245	2.7903	2.9927	1.4977	1.0164	1.423	2.7118	2.0263	1.7652	1.7331	1.5801	1.0193	0.9575	0.8426	1.0887	2.4591	2.7119	1.4558	1.4328	1.5786	1.6603	2.3046	1.8761	1.7369	1.3619
LPC(18:2)	7.0872	14.3493	6.3223	15.8637	8.7301	7.9834	5.9446	8.8517	5.7407	5.7181	6.9672	8.7786	5.8121	7.5118	6.7526	7.3066	7.3322	4.715	14.5156	10.9004	6.734	12.9802	13.2553	5.8261	7.9153	6.2415	7.4249	7.2088	9.2795	7.0374	7.4708	11.5606	7.9582	8.605	10.2896	9.4339	8.8354	10.5536	7.6829	9.6007	10.6903	8.8909	5.459	9.3649	4.6365	5.072	5.7195	5.6770000000000005	7.6588	4.6765	5.5541	13.6886	13.4705	10.7765	7.5735	13.5384	12.2017	5.7823	9.402
PC(15:0/18:2)	0.6002	1.7015	0.8239	1.372	1.1075	1.1859	1.1064	0.8609	1.267	1.168	1.1013	0.8759	1.2162	0.9094	0.974	1.0655	1.2717	1.3421	1.526	1.6251	1.6615	1.4045	1.3457	2.3771	1.958	1.1765	1.7053	0.9085	1.3036	1.2519	1.1631	1.8137	1.9256	1.2045	0.6738	0.9879	0.9503	1.4606	1.4296	0.6142	2.0313	1.0299	1.4045	1.4806	1.0534	0.7744	0.8846	0.63	0.8097	0.9853	1.1586	1.3364	1.5233	1.966	1.153	1.3926	1.6915	0.9647	0.7718
DAG(18:1/18:1)	3.2577	6.5177	4.7225	2.1987	2.8078	1.5407	1.8039	1.3895	3.1716	4.2761	3.0882	3.128	3.7387	2.4586	11.2789	7.8025	4.4086	2.8155	5.2562	2.7029	3.572	5.1816	4.4592	5.2526	6.3091	3.8846	9.1643	5.8349	15.1682	5.8705	5.8313	2.5833	2.0481	3.9127	4.5339	0.9622	1.3296	0.9165	0.8118	2.3396	5.3999	7.4069	2.4939	1.33	3.6274	3.5456	3.8442	1.7985	1.2016	2.935	2.9175	1.2963	0.9583	3.8331	4.7871	4.1955	4.4138	1.9708	3.1106
TAG56:4FA22:4	0.1629	0.3597	0.2203	0.0857	0.0673	0.0917	0.0867	0.0317	0.0888	0.1499	0.0947	0.0538	0.1224	0.0987	0.3818	0.1466	0.1483	0.1301	0.2063	0.0472	0.0681	0.2034	0.2447	0.1658	0.1413	0.2319	0.251	0.1667	0.3593	0.2606	0.2784	0.1539	0.0889	0.1139	0.0948	0.0431	0.0633	0.0675	0.0949	0.0853	0.3303	0.3299	0.1215	0.0437	0.2179	0.197	0.1897	0.0882	0.0717	0.1397	0.1484	0.0799	0.0481	0.4154	0.2187	0.2736	0.2426	0.1053	0.1432
TAG56:9FA20:5	1.2705	0.9583	5.9899	0.3324	0.2188	1.2441	1.0061	0.7	0.5482	0.1005	0.1808	0.342	0.4667	1.3311	0.8963	1.9191	0.2484	0.2484	0.8699	0.0756	0.0986	0.537	0.4723	0.1518	0.1717	0.6296	0.3102	0.2629	0.7507	0.2008	0.3061	0.2446	0.2141	3.8732	2.9357	0.2932	0.2832	0.6063	0.4051	0.3301	1.7041	0.6074	0.2224	0.4495	0.588	0.3531	0.4887	0.568	0.7111	0.2358	0.2352	0.4179	0.439	0.5124	1.9012	5.9846	0.4067	0.3168	0.1641
TAG49:2FA14:0	0.4321	1.4383	0.3373	0.3514	0.4004	0.249	0.1299	0.0529	0.2906	0.4239	0.1759	0.1139	0.261	0.1194	0.5575	0.2392	0.3229	0.3299	1.0246	0.0781	0.2079	0.5889	0.4133	1.1254	0.3641	0.3407	0.6274	0.5602	1.0735	0.4688	0.4112	0.8665	0.4922	0.9687	0.1342	0.1602	0.2111	0.1089	0.1309	0.0998	1.5022	0.9545	0.1541	0.0626	0.3807	0.1841	0.3148	0.1626	0.1696	0.2339	0.2903	0.1664	0.0741	0.941	0.5535	0.7693	0.7425	0.13699999999999998	0.2163
PC(16:0/18:3)	5.1975	8.0333	5.3346	8.5945	9.7714	12.8609	5.2066	4.8713	4.8554	6.3662	2.7296	4.6228	4.8201	5.1396	6.1125	5.4672	5.4725	5.2525	4.7412	6.3929	8.687999999999999	7.8981	8.7551	13.2528	7.9444	9.206	7.872000000000001	6.6223	7.942	5.9097	7.2994	8.3921	6.7354	5.22	3.6057	10.7847	9.9969	11.2532	8.5756	12.5684	20.4906	7.6242	3.1861	3.9507	4.8383	3.7397	4.3614	2.9673	3.1031	5.251	6.4166	7.5552	6.5708	10.9839	6.5945	18.7285	12.1195	6.1375	3.3212
LPE(22:5)	0.125	0.2642	0.1248	0.1339	0.1197	0.1401	0.1067	0.0509	0.058	0.124	0.1275	0.1156	0.1649	0.1392	0.1741	0.1391	0.273	0.1806	0.125	0.1761	0.0981	0.2493	0.2193	0.1296	0.1127	0.1793	0.1734	0.2122	0.1909	0.2249	0.2407	0.2088	0.17	0.12	0.0602	0.1062	0.1022	0.1084	0.1153	0.1739	0.1799	0.1996	0.1195	0.0895	0.1184	0.0864	0.1164	0.078	0.0652	0.1176	0.0941	0.1112	0.1865	0.3063	0.1549	0.2589	0.2954	0.154	0.1654
TAG54:6FA20:5	5.7153	3.7138	14.5723	0.5344	0.6652	4.4893	2.5411	0.9666	2.3275	0.6654	0.7141	1.1768	1.8454	2.0861	6.4092	8.6942	1.3381	1.3295	3.9833	0.2122	0.3122	1.7879	2.2303	0.8422	0.5796	3.6418	1.7107	1.6748	3.2872	2.1676	2.4598	1.0796	0.9043	10.0646	9.9853	0.5605	0.7761	1.6701	1.1194	1.0226	6.2	3.9524	1.0056	0.7589	1.6555	1.8138	2.2705	1.5334	1.1898	1.2565	1.4801	0.6492	0.5162	2.4993	7.3642	13.8209	3.2589	1.7198	0.9003
TAG56:7FA22:6	8.3744	6.388	24.4369	1.7354	2.2597	5.1604	6.061	3.9139	8.8163	1.8089	2.3122	5.2691	2.8978	2.9534	15.2149	19.507	1.4418	1.5322	25.693	0.4657	0.8339	5.9905	5.1724	1.9937	1.8299	9.3943	5.8966	5.1589	7.8409	4.8869	4.8224	2.0298	1.9115	17.9742	17.8512	0.7369	0.7376	4.1071	4.4152	0.9765	8.8046	6.2872	4.2387	1.6709	4.687	3.903	3.6184	5.1121	3.7331	2.7963	3.4502	1.0264	1.1547	6.126	21.2713	13.4528	5.0618	3.6879	1.7145
TAG51:4FA16:1	0.2392	0.6197	0.4289	0.2398	0.3836	0.1615	0.157	0.0724	0.1622	0.2641	0.2785	0.1339	0.3415	0.2613	0.3814	0.3611	0.1947	0.1625	0.2962	0.1043	0.2827	0.3479	0.2303	0.4879	0.5762	0.4769	0.6336	0.3825	0.5158	0.3584	0.3423	0.2884	0.2211	0.2488	0.0977	0.1726	0.2036	0.0774	0.1063	0.1339	0.8309	0.7261	0.1198	0.0911	0.2935	0.243	0.2451	0.154	0.1607	0.246	0.2304	0.0795	0.076	0.5791	0.4736	0.3132	0.2901	0.1013	0.1737
TAG52:5FA20:5	1.53	0.9482	3.6731	0.16399999999999998	0.2052	1.2441	0.447	0.1785	0.4134	0.1719	0.1706	0.2065	0.2852	0.3485	1.1221	1.119	0.2611	0.3129	0.6736	0.046	0.0684	0.4435	0.6545	0.3448	0.1506	0.8413	0.3455	0.5993	1.0939	0.3871	0.3923	0.3358	0.2533	3.2767	1.0234	0.1058	0.1309	0.4685	0.2742	0.2591	1.6533	0.8965	0.2596	0.1356	0.3785	0.2665	0.35	0.2708	0.2082	0.2621	0.3226	0.1306	0.1042	0.8028	1.9878	5.997000000000001	1.1484	0.4349	0.2133
SM(20:0)	29.6954	61.7476	28.6101	55.3541	51.3036	31.7309	38.0751	21.2292	30.7557	48.1549	24.3799	26.9199	38.7764	44.1835	55.6275	54.8956	36.5176	50.224	44.5627	59.0865	72.7997	50.8819	58.0363	55.4023	59.6158	36.6452	68.3033	37.0038	39.8622	52.6008	56.8607	61.3299	55.0791	52.3983	48.7555	41.3166	42.0003	66.2485	55.1986	36.5315	67.8799	47.4333	63.0159	54.9712	42.9128	34.2044	31.3339	29.7735	28.5568	46.7667	46.8709	53.0572	41.4317	48.345	45.6805	60.0047	60.7638	47.8382	28.8213
TAG55:5FA20:4	0.3667	0.7264	0.4675	0.0842	0.0838	0.1817	0.132	0.1067	0.2139	0.1514	0.1864	0.1173	0.2763	0.206	0.4445	0.2841	0.3621	0.2624	0.414	0.06	0.0905	0.3332	0.3178	0.2158	0.2147	0.2741	0.3261	0.2468	0.3885	0.3822	0.4613	0.292	0.2459	0.3699	0.185	0.1199	0.1554	0.17800000000000002	0.2027	0.1226	0.8426	0.5502	0.3102	0.1175	0.4541	0.3705	0.3563	0.2313	0.2261	0.19	0.2066	0.1475	0.101	0.5119	0.4332	0.6189	0.3048	0.1943	0.1836
TAG58:6FA20:4	0.1452	0.2398	0.2751	0.0513	0.0534	0.0851	0.0984	0.0792	0.1124	0.0853	0.1193	0.0904	0.1688	0.1897	0.2474	0.163	0.1618	0.1308	0.3123	0.1088	0.0862	0.1891	0.1282	0.1147	0.1479	0.1716	0.1448	0.0947	0.1609	0.1515	0.1993	0.1176	0.0861	0.1639	0.2013	0.0558	0.0594	0.0922	0.0936	0.0885	0.2865	0.2775	0.0959	0.106	0.2116	0.234	0.2112	0.1341	0.1175	0.0918	0.0929	0.1402	0.0795	0.2058	0.1919	0.1586	0.1275	0.0798	0.1013
PE(O18:0/20:4)	1.6973	3.7505	1.406	1.48	1.2807	1.5393	2.9424	1.7974	1.3955	1.7703	1.0421	1.2307	1.6678	1.6221	1.4144	1.3156	3.2884	3.18	2.2428	1.6145	1.372	2.6784	2.5977	1.5423	1.84	1.6766	1.3204	1.7495	2.0213	2.9732	3.6113	2.3522	2.7825	1.5692	1.5277	1.2852	1.4431	2.4323	2.3702	1.9647	2.6891	2.2472	4.0037	2.1547	3.1441	1.9346	1.7621	0.9621	1.8681	1.6904	2.7315	1.8023	3.6208	3.0513	1.4793	2.0378	2.8909	1.5519999999999998	1.6171
DAG(18:2/18:3)	0.4293	0.7425	0.7829	0.3978	0.3485	0.2419	0.2246	0.2319	0.3744	0.1246	0.2042	0.19	0.4208	0.3456	0.4370000000000001	0.478	0.2	0.1433	0.3442	0.0975	0.2083	0.7092	0.5398	0.4085	0.4338	0.2628	0.5473	0.4538	0.5634	0.2691	0.3058	0.1731	0.1564	0.377	0.2038	0.182	0.1589	0.0962	0.0713	0.1611	0.9186	0.3824	0.1074	0.1034	0.305	0.2362	0.2449	0.1889	0.3142	0.2429	0.2235	0.2313	0.3079	0.5214	0.4547	0.677	0.2132	0.0641	0.13699999999999998
TAG48:4FA18:3	1.1613	1.4911	0.7422	1.8207	1.4838	0.5587	0.1419	0.0801	1.3826	0.3715	0.2055	0.1758	0.4391	0.1941	0.6462	0.3073	0.3202	0.4497	2.2812	0.0813	0.334	3.0873	0.6229	1.7779	0.5424	0.3951	0.6615	1.4981	4.8252	0.4083	0.3805	0.951	0.9106	3.6007	1.3345	0.2915	0.4174	0.1835	0.1879	0.1842	3.1273	1.0212	0.1404	0.0641	0.4165	0.1951	0.5745	0.2212	0.21600000000000005	0.2964	0.306	0.4106	0.0982	1.4675	0.5449	1.2891	0.75	0.1079	0.2422
TAG52:0FA16:0	3.8247	12.0174	3.9337	3.4711	1.8894	1.9158	0.8503	0.5314	1.6142	3.3134	0.6729999999999999	0.6176	0.9793	0.9341	6.3778	3.1927	2.2638	2.3276	3.1163	0.5066	0.7296	3.6211	4.8016	3.2227	1.1369	2.4332	3.4128	5.2017	17.6917	2.2815	2.2722	4.2328	1.6806	4.2784	2.0369	0.657	1.0984	1.1239	0.9999	1.4422	8.9523	4.6371	1.0815	0.5597	2.3581	1.546	2.5169	1.7252	0.8621	1.7299	2.3292	1.4725	0.4269	7.3854	3.6904	8.6708	4.7464	1.2415	2.4549
TAG58:9FA22:5	0.3593	0.8572	1.5417	0.2573	0.2246	0.2905	0.4659	0.4144	0.3617	0.14	0.2706	0.3041	0.3666	0.7166	0.5391	0.7705	0.1963	0.206	0.8355	0.1298	0.1479	0.6301	0.361	0.2108	0.3956	0.3981	0.4272	0.2925	0.526	0.2294	0.2733	0.2293	0.2162	0.7289	0.7372	0.2167	0.156	0.2452	0.2621	0.1652	0.5834	0.4596	0.3558	0.2364	0.6724	0.3914	0.4003	0.4449	0.4191	0.2818	0.2239	0.3311	0.4532	1.1643	0.7518	0.6025	0.2196	0.1642	0.1798
TAG58:9FA22:6	2.2139	2.074	10.7546	0.8141	0.8296	1.4746	2.5044	2.7761	2.6835	0.4131	0.7578	2.0354	0.8845	1.8771	3.1302	5.6610000000000005	0.3511	0.3479	7.269	0.2233	0.3041	1.5678	1.0839	0.4448	0.6234	1.5304	1.419	1.2001	1.9412	0.6493	0.7829	0.5532	0.5125	6.3015	8.6486	0.3421	0.2905	1.6327	1.4814	0.3008	2.6714	1.4240000000000002	1.0794	1.0183	1.485	1.0973	1.1338	2.286	2.2578	0.6245	0.6912	0.5362	0.7509	1.6482	5.2844	5.448	0.8847	0.8539	0.5259
