chemID	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc
HCER	2.6261	2.731482926829268	2.4330363636363637	stable	0.9986	0.11016397142057649
PE	158.19707236842106	154.12395609756098	150.9772	stable	1.0	0.06739220550413674
PC	1674.3996184210528	1676.820780487805	1485.5691818181817	stable	1.0	0.17262809599045145
DCER	1.0142526315789473	1.008409756097561	1.055390909090909	stable	1.0	0.05736041586978
DAG	31.124969736842104	26.962856097560977	31.27359090909091	stable	0.9528	0.0068724480633706305
LCER	4.870902631578947	5.052541463414634	4.446345454545455	stable	0.9998	0.1315691027390724
PI	43.64437368421053	43.78186585365854	37.423672727272724	stable	1.0	0.22184453368537782
SM	461.74179736842103	466.72809268292684	391.35971818181815	stable	1.0	0.23859106252519063
CER	3.9413394736842107	3.877860975609756	3.8009181818181816	stable	1.0	0.05233804616378751
CE	2697.9944342105264	2696.3766097560974	2376.2475454545456	stable	1.0	0.18320223545949335
LPC	128.07763157894738	119.84888780487805	119.7008	stable	1.0	0.0975857404685727
LPE	4.294311842105263	3.9937853658536584	4.085445454545455	stable	0.9997	0.07193356938437527
MAG	2.5913644736842105	2.4663926829268292	2.7676	stable	1.0	0.094923502083021
TAG	1132.6036039473684	945.1280390243902	1123.3517181818181	stable	0.9498	0.011833323482888874
FFA	1567.4494868421052	1629.3972926829267	1597.345	stable	1.0	0.027256993582857717
