	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
DAS28	l	l	l	l	l	l	l	m	l	l	m	m	l	l	l	m	l	l	l	l	m	m	l	l	m	l	h	m	l	l	l	l	l	l	l	l	l	l	m	m	m	l	m	l	m	l	h	h	m	h	l	l	l	l	l	l	l	h	m	m	l	l	l	m	l	l	l	m	l	l	l	l	l	m	m	m	h	l	l	m	l	l	l	l	m	l	m	m	m	m	m	m	m	m	m	l	m	l	l	l	h	h	l	l	l	l	l	h	m	m	m	m	l	l	m	m	l	m	h	h	l	m	l	l	l	l	l	l
TAG49:1FA15:0	2.0938	0.8555	7.4558	1.2365	0.903	1.0662	1.4436	0.7992	1.1907	0.4974	1.709	4.3737	0.2673	1.3716	2.271	2.299	0.8397	0.5304	0.9109	0.4513	1.6628	1.5354	1.8808	1.1159	0.6603	0.415	1.7536	0.7066	1.6818	1.6638	1.8497	2.9573	0.3637	0.91	2.6679	2.4066	3.6546	1.3893	5.9613	4.7614	1.3218	1.9529	4.9121	2.9067	0.3378	1.0682	2.2164	1.1164	2.5776	3.3707	1.0178	2.7393	2.3758	4.2207	2.7953	2.5581	1.3432	5.7259	1.9004	2.339	3.0968	1.6652	0.1926	0.3239	3.5672	0.9183	5.7393	8.8557	0.7170000000000001	0.8231	0.5786	0.7812	0.465	1.6552	1.6556	1.3619	5.5996	7.0558	1.0058	0.6936	2.2984	3.0456	0.9876	0.2997	1.8491	1.8734	0.8262	3.2847	1.4369999999999998	2.1374	2.5732	1.8388	2.1276	2.3872	1.5558	1.0596	2.6121	0.7622	1.0248	1.6165	1.0479	1.3233	0.8673	0.695	1.127	1.3742	0.6890000000000001	0.2845	3.8072	1.5305	1.5023	2.1286	0.6632	0.317	0.5811	0.4628	5.2612	2.314	2.0614	1.416	2.4739	0.5342	2.4417	5.4302	4.2982	0.9347	0.5883	1.1063
TAG51:0FA17:0	0.4482	0.16	2.3794	0.3575	0.2079	0.1871	0.1858	0.1158	0.2267	0.1035	0.3898	0.7472	0.0609	0.2005	0.5359	0.395	0.1009	0.0807	0.1145	0.0896	0.3717	0.3616	0.4607	0.2236	0.1307	0.0738	0.5725	0.1908	0.3286	0.331	0.4759	0.4125	0.0506	0.0885	0.4627	0.4673	0.5818	0.1801	1.4413	1.0064	0.1977	0.3521	0.8814	0.4477	0.0732	0.2495	0.6337	0.2447	0.4818	0.59	0.2671	0.6537	0.4304	0.8858	0.3925	0.3507	0.2108	1.121	0.3737	0.3769	0.8085	0.2879	0.0707	0.0708	0.7732	0.1754	1.1975	1.6316	0.1082	0.166	0.1573	0.142	0.1349	0.3862	0.2226	0.1726	1.143	1.6119	0.1639	0.1861	0.4379	0.6942	0.1773	0.0605	0.4428	0.3367	0.13699999999999998	0.7582	0.289	0.4311	0.5125	0.4355	0.4048	0.4731	0.4173	0.3249	0.4194	0.1305	0.1867	0.3002	0.2773	0.2901	0.203	0.1783	0.2129	0.3117	0.175	0.0647	0.6822	0.2231	0.2939	0.2808	0.1819	0.0488	0.1065	0.0893	0.975	0.3767	0.3443	0.2853	0.4407	0.0736	0.5252	1.5090000000000001	0.7327	0.2059	0.1125	0.2468
TAG54:4FA18:1	115.2846	69.8768	216.1402	176.0776	143.875	94.1539	141.0345	140.6115	48.3431	55.833	122.2726	162.6864	86.2271	109.65899999999999	91.919	102.2756	81.6134	73.2637	108.4822	115.3693	89.314	106.7929	232.5397	246.3198	50.3128	51.9694	140.378	73.0694	71.1262	52.0579	263.4398	177.3817	92.5417	98.9634	191.4454	141.325	95.37899999999999	188.7076	219.0218	105.02799999999999	59.6362	76.1334	153.624	212.4082	46.22	67.2211	61.0555	55.8441	78.2835	50.5231	86.5547	79.6171	95.352	257.0821	79.4167	86.6946	71.0062	37.8887	170.2984	117.6148	66.5242	41.4203	41.482	61.3061	155.585	260.4914	108.3357	189.6427	40.4944	49.8465	17.6147	19.6514	45.7687	34.7285	121.2415	33.7508	180.7861	154.9792	93.4629	58.1947	93.6461	162.1494	43.2357	61.5749	53.6027	90.5874	61.7316	172.9246	51.755	56.7944	103.4533	66.6613	55.6669	72.6022	34.954	84.9215	164.0894	86.5938	87.9298	109.4248	47.402	53.3781	79.0237	49.5894	77.6696	69.7713	172.6126	76.0859	124.4309	68.4985	172.2451	90.63799999999999	78.4622	52.0139	54.1225	52.4543	186.8899	90.9849	60.9802	113.3919	78.8103	57.4315	114.8012	148.1077	49.2338	26.1175	70.4701	112.0161
TAG56:4FA18:2	1.4257	0.6377	2.3494	1.6693	2.1329	0.986	1.1662	1.1732	0.5061	0.5384	0.7332	0.9254	1.0032	0.8204	1.0042	0.9586	0.7368	0.6755	1.137	1.2942	1.1916	1.3517	2.0686	2.0543	0.6492	0.606	1.7049	0.8814	0.7186	0.6742	2.8755	2.2479	1.5025	1.0267	2.1746	1.6032	1.1912	2.2416	3.0047	1.5127	0.5709	0.5596	1.6728	1.6266	0.451	0.5818	0.8627	0.6701	0.6353	0.409	0.8081	0.9907	0.8118	2.0324	0.6666	0.6816	0.5244	0.4131	2.2355	0.8711	0.8073	0.4922	0.5106	0.6556	1.7261	3.7933	1.021	2.5292	0.4238	0.4523	0.2797	0.2852	0.4375	0.3738	0.9697	0.3619	3.2619	2.0965	0.7879	0.5642	1.2458	1.7836	0.4968	0.6725	0.7085	0.9462	0.6908	2.5259	0.557	1.0112	1.673	0.8297	0.5099	0.6825	0.4548	1.0356	1.6567	0.7866	0.9624	1.1376	0.4455	0.4527	0.7855	0.5187	0.687	0.6412	2.5387	0.8023	1.8113	0.612	1.7857	0.7875	1.1752	0.68	0.6313	0.5904	1.8687	0.8952	0.5019	0.7521	0.6468	0.3948	1.2512	1.8663	0.6153	0.3154	0.5135	1.1021
TAG54:6FA18:1	11.1086	10.1242	17.5228	22.5968	20.5699	9.5748	8.0299	8.8954	5.4079999999999995	5.4109	7.1015	12.0208	10.6184	9.2774	4.0337	5.3813	6.2022	7.587000000000001	10.565999999999999	11.9179	9.0867	9.1	13.5967	18.6501	2.5612	2.379	13.6369	5.6128	3.8761	3.4998	32.4128	14.0019	2.8376	6.9619	20.2094	14.6324	9.0796	16.2967	13.1357	8.1763	7.2892	6.632999999999999	8.3304	13.3443	3.2910000000000004	3.4284	4.8625	3.8375	6.379	3.9592	3.6225	5.4348	6.4014	12.4111	4.1833	5.353	6.9869	2.5292	16.4564	10.1116	4.9174	4.0966	6.2449	8.2979	19.554000000000002	15.2359	4.9523	9.4944	5.1472	5.3526	1.9452	2.0063	3.1655	2.6699	10.800999999999998	3.4369	15.1803	17.9968	8.2719	5.3791	5.3231	10.8286	2.16	3.4575	5.5115	6.0092	3.2771	7.8434	2.3494	6.3945	9.0037	4.3417	6.3098	5.5674	3.4884	6.9945	8.1856	4.4682	5.6563	6.6943	3.4034	3.7677	6.9446	6.1153	7.2941	6.182	5.4772	9.1752	5.2832	3.7084	20.0627	6.8041	11.7433	8.0132	3.8703	2.9642	12.5941	6.0516	3.3959	4.0491	7.132999999999999	4.8722	10.917	15.3427	3.575	1.739	5.3773	5.6909
TAG45:1FA15:0	0.1223	0.0313	0.4252	0.0467	0.0791	0.1	0.0244	0.0234	0.0062	0.0062	0.0465	0.2543	0.0062	0.0062	0.0791	0.0749	0.0208	0.0176	0.0062	0.0062	0.0995	0.0722	0.0363	0.0194	0.0062	0.0062	0.0503	0.0278	0.0695	0.1076	0.0542	0.4265	0.0145	0.0312	0.2846	0.0565	0.3524	0.0495	0.2237	0.3105	0.0447	0.0633	0.23199999999999998	0.0569	0.0124	0.0336	0.1243	0.0606	0.0815	0.2545	0.0253	0.11599999999999999	0.2092	0.4792	0.0779	0.053	0.0399	0.6001	0.0665	0.2014	0.3445	0.1938	0.0062	0.0062	0.733	0.046	0.3239	0.5913	0.0351	0.0396	0.0276	0.0337	0.0254	0.1043	0.0529	0.0859	0.2187	0.6055	0.0396	0.0209	0.1413	0.0975	0.0062	0.0062	0.1318	0.0875	0.0202	0.1311	0.0424	0.1003	0.1245	0.1684	0.1348	0.1728	0.1447	0.0316	0.0438	0.0163	0.0294	0.1229	0.0346	0.0385	0.0332	0.0654	0.0324	0.0347	0.0339	0.0302	0.6346	0.1108	0.0393	0.09699999999999999	0.0371	0.0153	0.0062	0.0062	0.2361	0.114	0.1084	0.0525	0.2303	0.0225	0.0643	0.26899999999999996	0.2396	0.0338	0.0212	0.0388
TAG42:1FA18:1	0.8403	0.1559	1.6458	0.6103	1.1168	2.7061	0.033	0.0453	0.225	0.0388	0.067	0.5071	0.0351	1.9051	0.1244	0.1412	0.0286	0.0239	0.0471	0.0292	0.1423	0.1137	0.078	0.0472	0.0108	0.0108	0.4916	0.2622	0.4215	0.2809	0.3723	2.9702	0.0293	0.0449	3.1425	0.4224	0.6174	0.0484	0.9756	1.9625	0.0449	0.0658	0.3043	0.0883	0.0256	0.1113	0.7163	0.4727	0.086	0.6282	0.1035	0.4708	3.4936	16.0756	0.0537	0.0572	0.087	2.022	0.2007	0.968	1.6316	0.6857	0.0673	0.0253	5.5042	2.8639	1.8668	3.7577	0.1537	0.1518	0.0832	0.0613	0.0948	0.3497	0.109	0.1489	0.9752	1.944	0.225	0.1261	1.8819	0.1723	0.3512	0.0217	0.7085	0.4376	0.1104	1.1279	0.0544	0.1735	0.41100000000000003	0.8718	0.4932	0.7634	0.5710000000000001	0.1035	0.0438	0.0234	0.1609	1.1563	0.0283	0.0522	0.2137	0.3186	0.0286	0.0548	0.3107	0.1255	6.1195	3.7896	0.1017	0.2109	0.2724	0.024	0.0514	0.0216	1.4841	0.2231	0.1915	0.1702	1.4379	0.0841	0.3278	0.8263	0.2962	0.0414	0.0393	0.128
TAG54:4FA18:2	69.4237	46.3178	132.2531	111.2966	111.8986	59.3261	80.6105	80.8523	27.9656	36.3932	73.8975	97.7814	55.0446	66.6858	53.3952	57.8674	46.3129	39.6621	63.7005	71.9686	54.5048	65.309	126.6572	145.9229	30.0355	31.276	92.9904	44.9942	39.6789	32.7592	163.3274	104.1564	51.4898	53.75899999999999	124.3977	93.7517	61.7483	109.75	136.0723	64.98100000000001	35.4394	44.235	91.3264	127.9509	27.5952	39.8647	40.1536	35.8401	45.9705	29.6613	47.4774	49.0003	57.4562	152.0083	43.3788	47.6035	42.1647	21.3554	108.98700000000001	67.3813	44.7499	26.3141	26.1737	39.2822	93.32	133.5395	60.9404	108.5397	24.9197	30.8385	10.9252	12.375	25.1053	18.5262	74.2805	21.9297	118.2206	98.6031	53.3667	38.0101	54.5531	96.0337	25.8697	37.0283	34.5537	54.4368	34.6988	96.3234	29.7171	40.6381	64.2976	41.2875	37.6676	47.2767	20.7591	48.1506	98.0549	50.8587	50.7828	61.0037	30.237	33.0621	48.2218	33.9996	47.8786	43.3718	94.0525	47.0652	69.929	40.8643	113.64399999999999	49.3162	54.586000000000006	36.7853	32.2482	31.646	122.869	57.1745	32.6058	62.0524	46.595	33.3355	68.2793	88.9491	27.7237	15.3035	39.309	61.9906
TAG47:0FA14:0	0.2003	0.0548	1.2959	0.0827	0.0787	0.0923	0.0363	0.0213	0.1224	0.0269	0.0805	0.354	0.0163	0.0774	0.1657	0.1687	0.0324	0.0372	0.0456	0.0202	0.1804	0.1367	0.11199999999999999	0.0373	0.0062	0.0062	0.2065	0.0743	0.2	0.1843	0.1176	0.3399	0.0167	0.0317	0.2638	0.1331	0.5087	0.0615	0.5984	0.6892	0.0765	0.1046	0.4248	0.1158	0.0169	0.062	0.2537	0.0863	0.2324	0.4046	0.0818	0.2868	0.2527	0.5226	0.1226	0.1274	0.0747	1.0177	0.1111	0.1936	0.7351	0.2536	0.0062	0.0062	0.8149	0.0268	0.7932	1.2822	0.0665	0.0639	0.057999999999999996	0.0856	0.0385	0.2502	0.0765	0.1448	0.5105	1.2646	0.0617	0.0729	0.1708	0.217	0.0462	0.0125	0.3123	0.1849	0.0335	0.2761	0.0908	0.2463	0.2864	0.4397	0.2624	0.3607	0.2358	0.0907	0.0765	0.0256	0.046	0.1618	0.071	0.0918	0.0859	0.1673	0.0652	0.0817	0.0363	0.0267	0.4798	0.1166	0.0628	0.1351	0.0062	0.0062	0.0278	0.0124	0.5076	0.2101	0.18100000000000002	0.0465	0.3978	0.0258	0.1728	0.8445	0.5278	0.0738	0.0289	0.0487
TAG54:6FA18:3	9.9077	10.0635	18.4792	21.0827	20.0896	9.904	7.6892	8.9653	4.6501	5.4126	7.3303	12.2973	11.22	9.0162	4.1193	5.3318	6.4477	7.627000000000001	10.7784	12.2531	9.6157	8.9757	13.1638	18.0799	2.5819	2.4673	14.8834	6.144	3.8805	3.6483	32.4194	12.5648	3.0746	7.1537	21.4553	15.1075	9.2617	16.4849	12.1879	7.7589	8.0054	6.2092	8.2426	13.8497	3.6425	3.7004	4.1507	3.1056	5.7396	3.0322	3.3847	4.4671	6.4672	12.1757	3.9699	5.0057	7.531000000000001	1.9454	17.0629	10.0257	4.9383	3.909	6.5673	8.7935	16.4356	11.2374	4.5895	8.3834	5.5407	5.5704	1.6947	1.9284	3.3234	2.126	11.1088	3.5139	14.9628	18.1666	8.3419	5.6781	5.0483	10.5925	1.9164	3.7713	5.6719	6.0265	3.3015	6.6359	2.2222	6.4734	9.3524	4.7106	6.2885	5.4711	2.5353	6.2446	8.1031	5.0579	5.6914	6.4058	3.4195	3.8339	7.0115	6.9889	7.3572	6.4406	5.6493	10.196	4.7224	3.5611	21.218000000000004	6.7313	12.4081	8.3673	3.9363	3.2678	12.1049	6.0029	3.2608	4.2176	6.7145	4.9096	9.1049	12.567	2.9299	1.2409	5.7466	6.1486
TAG45:1FA18:1	0.2289	0.0785	0.6549	0.0916	0.1094	0.1185	0.0647	0.0814	0.1123	0.0243	0.0656	0.311	0.0375	0.1275	0.0801	0.1059	0.0296	0.0391	0.0356	0.0222	0.0838	0.0725	0.055999999999999994	0.0656	0.0959	0.0159	0.1069	0.066	0.1436	0.1364	0.1344	0.6926	0.0196	0.0416	0.4076	0.1236	0.3267	0.0622	0.3266	0.545	0.0531	0.10800000000000001	0.2277	0.0662	0.0199	0.0511	0.147	0.07400000000000001	0.1254	0.3264	0.0385	0.1398	0.253	0.7356	0.0743	0.0774	0.0516	0.7274	0.0854	0.2686	0.4798	0.2522	0.0188	0.0229	1.1247	0.0827	0.5787	1.1043	0.0534	0.0542	0.0493	0.0481	0.0387	0.1325	0.0575	0.11900000000000001	0.4243	0.805	0.0626	0.0363	0.2149	0.1096	0.0491	0.0172	0.2187	0.1796	0.0369	0.2794	0.0861	0.1074	0.2127	0.32299999999999995	0.1758	0.2393	0.14800000000000002	0.05	0.0383	0.0183	0.0502	0.2616	0.0287	0.0407	0.064	0.1025	0.0259	0.0493	0.0556	0.0338	0.9215	0.1679	0.0563	0.1453	0.00795	0.00795	0.0307	0.0181	0.4031	0.124	0.161	0.0678	0.4182	0.0565	0.1315	0.2786	0.2052	0.040999999999999995	0.0423	0.0876
TAG44:2FA12:0	0.5512	0.1335	0.7646	0.268	1.8964	1.6531	0.0168	0.0534	0.2012	0.0308	0.094	0.9103	0.0327	0.9065	0.1493	0.1247	0.0418	0.0304	0.0547	0.0299	0.3629	0.2271	0.11199999999999999	0.0343	0.0078	0.0078	0.2486	0.1231	0.1403	0.2849	0.2097	2.7919	0.0266	0.0915	2.7333	0.1577	1.3316	0.1052	0.4666	1.1086	0.0734	0.0797	0.5724	0.139	0.0322	0.0545	0.39299999999999996	0.3994	0.1473	0.5731	0.055	0.2456	2.2639	7.6259	0.0663	0.0584	0.0769	1.5587	0.2207	1.0878	0.9798	0.7539	0.0078	0.0078	4.7506	0.565	0.695	1.6457	0.1285	0.1303	0.0512	0.0548	0.0354	0.1101	0.1056	0.2066	0.5583	1.0953	0.2434	0.05	0.6205	0.2588	0.2116	0.0156	0.424	0.2977	0.0559	0.4705	0.0674	0.1705	0.3713	0.4811	0.4084	0.6459999999999999	0.4906	0.0624	0.055	0.0261	0.0753	0.5748	0.0394	0.0576	0.0888	0.1106	0.0507	0.0783	0.2248	0.2079	3.8394	1.7475	0.1305	0.2673	0.2045	0.0212	0.0773	0.0185	0.7863	0.2284	0.2152	0.1874	0.7351	0.0671	0.2012	0.4351	0.3282	0.0467	0.0397	0.0636
TAG56:1FA16:0	0.3641	0.08900000000000001	0.4893	0.1803	0.2145	0.0498	0.0521	0.0445	0.121	0.0388	0.0705	0.0841	0.0449	0.0988	0.1496	0.1062	0.0391	0.0463	0.0595	0.0499	0.1379	0.2049	0.4132	0.2704	0.0772	0.0253	0.268	0.1761	0.1014	0.2304	0.2009	0.3839	0.4313	0.0577	0.3565	0.4375	0.1374	0.0538	0.5225	0.6146	0.0663	0.0932	0.3615	0.122	0.0348	0.08199999999999999	0.3364	0.1662	0.0842	0.1709	0.0644	0.1802	0.1243	0.8759999999999999	0.1274	0.0837	0.0623	0.3194	0.1821	0.0913	0.1456	0.0546	0.0196	0.027999999999999997	0.2169	1.8366	0.302	1.7108	0.0382	0.0724	0.0561	0.0357	0.0799	0.0771	0.0996	0.0407	1.6084	0.4945	0.1001	0.0603	0.1312	0.1433	0.0387	0.0377	0.0953	0.1065	0.2173	1.9843	0.1004	0.3064	0.2769	0.1204	0.0981	0.087	0.1373	0.2687	0.0617	0.033	0.1197	0.1422	0.0524	0.0623	0.0727	0.026000000000000002	0.0445	0.0616	1.1079999999999999	0.0351	1.2609	0.0513	0.1792	0.1424	0.1322	0.0323	0.0359	0.0183	0.3316	0.0948	0.0794	0.0658	0.1153	0.0346	0.1442	0.6189	0.2298	0.0503	0.0277	0.147
TAG49:0FA16:0	1.5477	0.502	6.6649	1.0321	0.5659	0.5593	0.478	0.237	0.8594	0.2282	0.9534	2.375	0.1224	0.5302	1.403	1.1484	0.2236	0.1959	0.3583	0.1914	1.1839	1.0174	0.9173	0.4856	0.4035	0.1514	1.5306	0.5455	0.9085	0.9524	1.0548	1.3343	0.0898	0.2384	1.393	1.598	2.1697	0.5189	4.8261	4.3173	0.5552	1.0062	2.9165	1.1514	0.1783	0.6642	2.0544	0.7616	1.6043	2.5793	0.7678	1.9168	1.5969	3.0868	0.9842	1.0474	0.5928	4.1402	1.0645	0.9614	2.7243	1.0387	0.10800000000000001	0.1447	2.5862	0.2986	4.128	5.9448	0.3418	0.4944	0.503	0.5566	0.2922	1.3805	0.7675	0.6459	3.4306	5.7535	0.4352	0.5183	1.1262	1.5413	0.5195	0.1304	1.3322	1.0963	0.3348	2.2368	0.9801	2.2992	1.4609999999999999	1.6562	1.5390000000000001	1.953	1.3901	0.9569	1.003	0.3362	0.5185	0.9321	0.6121	0.7457	0.6678	0.5861	0.5599	0.8314	0.3744	0.1297	2.0173	0.6741	0.8886	0.8442	0.4968	0.1387	0.2146	0.2018	3.7984	1.3906	1.079	0.6017	1.5003	0.1669	1.4085	6.8312	2.9103	0.6077	0.2368	0.623
TAG58:7FA22:5	0.7582	1.1717	2.0377	3.7318	0.4832	0.4719	1.1892	1.0258	0.588	0.9923	0.9307	1.2429999999999999	0.5977	0.9239	0.4711	0.919	0.7098	0.8054	0.8565	1.1357	1.2212	1.6196	2.1949	2.3571	0.5944	0.715	0.8792	0.5235	0.6665	0.5920000000000001	4.1744	2.7202	0.3768	0.446	1.2443	0.9544	0.5212	0.8454	2.2859	0.7885	0.8952	0.975	1.0139	1.206	0.3547	0.4075	1.0446	0.8137	1.0070000000000001	0.6711	1.0218	0.7753	0.6399	1.3742	0.9179	1.0852	0.8131	0.3953	1.3880000000000001	1.2008	0.6124	0.5317	0.7711	1.0557	1.9998	2.6495	1.5297	1.2171	0.2908	0.276	0.4651	0.5511	0.4085	0.5954	0.8026	0.3898	1.643	1.4397	0.6973	0.4998	0.9042	1.5167	1.0274	0.6084	1.1165	1.51	0.7481	1.8516	0.5199	0.6504	0.8671	0.9829	0.71	0.5656	0.6105	0.7084	1.3362	0.5755	1.1365	1.2795	0.6248	0.7817	0.9772	0.606	0.6431	0.6187	0.6970000000000001	0.6034	0.7469	0.7864	0.9705	0.6645	0.7165	0.5856	0.5442	0.8989	3.0864	1.1635	0.532	0.7132	1.1332	0.6078	1.7265	0.9909	0.6946	0.6749	0.4727	0.5956
MAG(18:1)	0.1765	0.204	0.2614	0.2213	0.1067	0.0688	0.2573	0.1839	0.1122	0.1354	0.21899999999999997	0.385	0.1056	0.28800000000000003	0.0972	0.1798	0.2216	0.3083	0.1491	0.1176	0.0901	0.0691	0.2412	0.2481	0.1198	0.114	0.1192	0.0973	0.1737	0.1346	0.19	0.2317	0.1059	0.1591	0.1551	0.1233	0.2489	0.4058	0.2757	0.1222	0.0931	0.2174	0.3249	0.29600000000000004	0.1243	0.1134	0.1395	0.1038	0.2279	0.1646	0.1946	0.159	0.2566	0.3711	0.221	0.2829	0.1457	0.1394	0.2213	0.1713	0.092	0.1097	0.1112	0.1093	0.2559	0.2184	0.2623	0.21	0.0909	0.0638	0.068	0.1002	0.0923	0.1279	0.0872	0.0643	0.3028	0.3054	0.1126	0.0709	0.1809	0.14	0.1517	0.0688	0.1478	0.2146	0.1342	0.1531	0.1675	0.1215	0.1111	0.077	0.0806	0.2026	0.1734	0.1447	0.192	0.1501	0.0888	0.1704	0.0998	0.0793	0.0766	0.1017	0.1185	0.1532	0.1086	0.1402	0.2383	0.2851	0.1479	0.23399999999999999	0.0594	0.065	0.0672	0.1211	0.1598	0.1242	0.1416	0.1462	0.1623	0.1229	0.4219	0.247	0.1985	0.1255	0.1301	0.1512
TAG52:8FA16:1	0.1005	0.0629	0.4747	0.1238	0.0637	0.08900000000000001	0.069	0.0526	0.0827	0.0378	0.1043	0.2566	0.0131	0.0411	0.1229	0.1346	0.048	0.0329	0.0766	0.0309	0.1639	0.1976	0.1438	0.0914	0.0416	0.0277	0.11800000000000001	0.0297	0.0852	0.1003	0.1895	0.1225	0.0256	0.0459	0.1417	0.1078	0.237	0.08800000000000001	0.4813	0.1902	0.1264	0.1602	0.2698	0.1723	0.0234	0.062	0.1444	0.1056	0.1706	0.2158	0.1151	0.1942	0.1254	0.2608	0.1741	0.1543	0.0791	0.2592	0.1164	0.1437	0.2005	0.0997	0.0227	0.0331	0.1474	0.0347	0.2759	0.4242	0.0403	0.0666	0.0601	0.057	0.0534	0.1239	0.0862	0.0548	0.3007	0.4065	0.0525	0.0416	0.162	0.2855	0.047	0.0184	0.1097	0.1033	0.0315	0.1626	0.0978	0.2039	0.1265	0.1115	0.1212	0.1172	0.1185	0.0958	0.1709	0.045	0.0653	0.08199999999999999	0.0729	0.0954	0.0507	0.0389	0.0671	0.0813	0.0669	0.0418	0.1349	0.0881	0.1394	0.115	0.0298	0.0252	0.0335	0.0376	0.2668	0.1388	0.1497	0.0979	0.159	0.0336	0.1827	0.4529	0.2826	0.0583	0.0347	0.0666
TAG42:2FA18:2	0.6372	0.1604	0.7216	0.2825	1.3291	1.7026	0.0431	0.0473	0.17300000000000001	0.0358	0.0646	0.2779	0.0462	1.2428	0.0624	0.0901	0.0565	0.0445	0.0636	0.0451	0.1478	0.1021	0.0551	0.0487	0.2765	0.0307	0.4064	0.2364	0.1447	0.1677	0.2538	1.5531	0.0364	0.0493	2.5242	0.3933	0.4319	0.0405	0.589	1.2309	0.0632	0.0489	0.1257	0.0949	0.042	0.0824	0.4642	0.2882	0.0873	0.2506	0.0852	0.2645	2.1951	9.4272	0.045	0.05	0.0772	0.6962	0.1901	0.5657	0.9557	0.5227	0.0489	0.0305	4.1179	1.0248	0.7332	1.6616	0.1764	0.1712	0.0645	0.053	0.066	0.1105	0.0695	0.1336	0.5668	0.8064	0.14	0.098	0.4172	0.0971	0.1805	0.0435	0.4737	0.3539	0.0757	0.5279	0.0407	0.1442	0.271	0.4003	0.3261	0.6594	0.2803	0.0826	0.0371	0.0361	0.1252	0.5384	0.054000000000000006	0.0475	0.1554	0.1377	0.0457	0.0606	0.0868	0.0788	2.9905	1.8349	0.1346	0.1197	0.3533	0.0361	0.0657	0.0306	1.0455	0.1396	0.0993	0.106	0.6164	0.0651	0.2486	0.5676	0.1585	0.0381	0.0593	0.0861
