	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
TAG48:4FA12:0	2.0126	1.0261	2.4854	1.8507	6.7918	3.6535	0.1603	0.3381	0.5315	0.2481	0.5995	2.314	0.2968	4.0218	0.4736	0.4711	0.3179	0.2922	0.4915	0.3736	1.3507	1.0112	0.5561	0.4372	0.6101	0.0713	1.2081	0.5133	0.3588	0.7136	1.9559	6.9661	0.1421	0.5573	10.1261	1.1777	2.7231	0.9925	1.3805	2.2319	0.2401	0.2033	1.4055	0.895	0.1172	0.2203	0.7756	0.8613	0.4392	0.9531	0.1893	0.5161	4.4579	13.232999999999999	0.1956	0.1854	0.5007	1.1767	0.9568	2.9218	1.7386	1.4812	0.1803	0.2326	8.7828	2.5873	0.9821	2.4382	0.462	0.5162	0.1002	0.11800000000000001	0.1289	0.1284	0.6127	0.5747	1.7930000000000001	2.3957	1.3581	0.2754	1.4522	0.9827	0.4012	0.1421	1.3043	0.7163	0.2621	1.1103	0.1819	0.4315	1.4882	0.8739	0.9426	1.2802	0.7478	0.3307	0.2637	0.2503	0.3096	1.0417	0.1619	0.2188	0.361	0.4286	0.3359	0.3424	0.6603	0.8299	6.3262	2.1981	1.2587	0.8874	1.2547	0.1527	0.3659	0.0938	2.1436	0.5459	0.5154	0.6189	1.6415	0.425	0.7257	1.3059	0.46399999999999997	0.1016	0.2262	0.3923
TAG36:0FA12:0	0.0576	0.0324	0.0959	0.3016	0.8679	22.1714	0.00705	0.00705	0.0285	0.0254	0.019	0.0671	0.0187	0.6499	0.0186	0.0172	0.00705	0.00705	0.0204	0.0196	0.0236	0.0258	0.0254	0.0174	0.0645	0.0166	0.0664	0.0304	0.043	0.0291	0.0259	0.563	0.0151	0.0203	1.1549	0.0312	0.05	0.0231	0.0331	0.1619	0.0236	0.0287	0.027000000000000003	0.025	0.00705	0.00705	0.0332	0.2417	0.0316	0.0734	0.0163	0.0223	3.9818	14.1573	0.0208	0.0248	0.0168	0.2469	0.0253	0.3373	0.1839	0.1008	0.0247	0.0152	2.2148	1.1562	0.1959	0.2837	0.0316	0.0273	0.0157	0.018000000000000002	0.015	0.0377	0.0232	0.0221	0.0653	0.3383	0.0347	0.0271	0.7490000000000001	0.016	0.2686	0.0149	0.0678	0.0492	0.0141	0.064	0.0196	0.0323	0.0345	0.1201	0.0489	0.1211	0.1704	0.0172	0.00705	0.00705	0.0315	0.2423	0.00705	0.00705	0.0254	0.07	0.0207	0.0159	0.0534	0.0354	2.9278	9.2747	0.0285	0.0366	0.0292	0.0166	0.00705	0.00705	0.0956	0.0374	0.028999999999999998	0.0691	0.1542	0.034	0.0251	0.031	0.0257	0.0249	0.0171	0.0182
TAG49:0FA17:0	0.6546	0.2457	2.8971	0.5237	0.2603	0.2758	0.2379	0.1151	0.3725	0.10099999999999999	0.4022	0.9722	0.0545	0.2115	0.5971	0.4584	0.0927	0.0917	0.138	0.1008	0.5239	0.4247	0.4271	0.2049	0.1815	0.0798	0.6524	0.2472	0.3873	0.4412	0.4816	0.5952	0.048	0.1033	0.6518	0.7093	1.0156	0.204	2.0532	1.8062	0.2441	0.4091	1.2837	0.5198	0.0908	0.3282	0.9968	0.4314	0.7177	1.0299	0.3376	0.8259	0.6673	1.3143	0.3948	0.3767	0.2519	1.639	0.42100000000000004	0.4464	1.1767	0.4303	0.0647	0.091	1.1551	0.1754	1.6883	2.4837	0.1802	0.2133	0.2153	0.2273	0.1662	0.5727	0.3323	0.2605	1.3252	2.3924	0.1805	0.21600000000000003	0.5077	0.7136	0.2038	0.0767	0.5908	0.4773	0.1623	0.9699	0.4145	1.1243	0.6564	0.6402	0.6714	0.9022	0.6168	0.4401	0.4335	0.1384	0.2218	0.3924	0.2814	0.3556	0.3088	0.2808	0.271	0.3675	0.1766	0.083	0.8457	0.3033	0.4123	0.34600000000000003	0.2416	0.0716	0.11900000000000001	0.1073	1.6057	0.5911	0.4451	0.2684	0.6171	0.0851	0.585	2.9018	1.1367	0.2794	0.0959	0.2338
TAG40:0FA12:0	0.1993	0.0706	0.3544	0.3196	1.2906	10.6336	0.006	0.006	0.0589	0.0203	0.0343	0.5695	0.006	0.006	0.063	0.0269	0.0176	0.012	0.006	0.006	0.0706	0.0263	0.006	0.006	0.006	0.006	0.1003	0.0491	0.1047	0.115	0.0286	2.0749	0.006	0.006	3.0808	0.0548	0.5341	0.028999999999999998	0.0886	0.588	0.0267	0.0277	0.006	0.006	0.0184	0.0586	0.2014	0.8215	0.0279	0.4307	0.0284	0.0525	7.8663	29.0766	0.0227	0.0224	0.0336	1.5036	0.0794	0.8361	0.7209	0.4418	0.006	0.006	4.9415	1.4936	0.5314	0.8084	0.0365	0.0439	0.0213	0.0193	0.0161	0.1167	0.0259	0.0604	0.1857	1.044	0.182	0.0474	0.8611	0.0378	0.3651	0.0134	0.2254	0.1522	0.0255	0.1872	0.019	0.0432	0.1131	0.4852	0.2138	0.33399999999999996	0.5586	0.025	0.006	0.006	0.038	0.6432	0.006	0.006	0.0594	0.1869	0.0175	0.0285	0.1978	0.1763	4.372	7.6308	0.0388	0.1318	0.006	0.006	0.0438	0.0157	0.2479	0.1166	0.0587	0.1128	0.4728	0.054000000000000006	0.0611	0.1646	0.0943	0.0308	0.006	0.006
FFA(17:0)	18.2065	17.7313	17.0564	15.0038	13.5319	15.6702	18.4049	20.6952	14.2383	14.1715	1012.7360000000001	1219.076	13.7354	15.8558	12.2816	15.1821	27.6161	18.5139	1122.9289999999999	1082.259	18.7498	14.4475	14.6797	15.4839	13.4766	17.7796	16.5626	18.7968	20.8535	20.0227	14.1604	14.4169	22.4067	19.1548	14.2797	15.0067	917.4169	1000.56	13.0445	13.8835	16.0626	18.0098	1254.345	1277.759	1217.3419999999999	1066.87	16.0451	13.0317	14.7075	13.6612	16.5288	14.3423	19.0122	21.1787	15.0753	16.874000000000002	17.6823	14.6744	15.084000000000001	139.1917	17.3911	18.4237	13.7398	18.2505	18.1919	15.9522	17.3907	16.7363	15.7624	15.479000000000001	16.0926	16.0822	18.2236	17.2212	18.752	16.452	18.0727	15.4667	15.6324	14.6784	15.7179	14.843	18.0884	17.3638	18.2799	15.5084	18.585	115.7413	16.047	13.4178	17.1726	15.1992	13.5421	16.3016	18.2533	15.9119	14.7447	14.9125	13.0967	15.1032	20.1718	22.9777	15.5384	15.3478	18.1596	16.5219	14.2537	14.0965	17.0841	17.0911	12.1147	1363.35	15.4544	17.3508	18.0081	17.0231	16.6829	18.9305	1339.339	944.3995	14.8341	16.5439	16.495	15.014000000000001	19.9739	22.2103	16.5996	18.1066
TAG49:0FA15:0	0.3757	0.1596	1.7136	0.2037	0.1482	0.133	0.1606	0.0803	0.203	0.0651	0.2153	0.5289	0.0426	0.1692	0.3147	0.2931	0.0868	0.0632	0.0992	0.0645	0.2426	0.23	0.2438	0.1748	0.1217	0.0515	0.3577	0.1665	0.2719	0.2576	0.2763	0.4043	0.0423	0.1026	0.3773	0.3416	0.528	0.1348	0.9993	0.9507	0.1508	0.2366	0.7140000000000001	0.3373	0.0511	0.1944	0.485	0.1536	0.3685	0.5683	0.1682	0.4372	0.373	0.6313	0.3307	0.3061	0.182	1.2085	0.2502	0.2807	0.8614	0.268	0.0308	0.0458	0.7563	0.0866	1.1449	1.6217	0.1051	0.1275	0.1027	0.1291	0.0682	0.3253	0.1932	0.1838	1.0688	1.4463	0.1354	0.1381	0.3247	0.4574	0.1363	0.0424	0.3841	0.3114	0.1024	0.6023	0.2253	0.3455	0.4463	0.488	0.4258	0.4043	0.3372	0.2008	0.2715	0.0969	0.1345	0.2708	0.1616	0.2048	0.1739	0.1705	0.1536	0.1875	0.0978	0.05	0.6148	0.1946	0.2076	0.2863	0.1399	0.0459	0.0813	0.0593	0.8975	0.318	0.2961	0.1809	0.4421	0.0689	0.3578	1.1601	0.6119	0.1513	0.0827	0.1573
TAG38:0FA12:0	0.1201	0.0391	0.2289	0.1651	0.7357	13.9784	0.0294	0.0328	0.0439	0.0423	0.0465	0.1484	0.0324	0.4648	0.0456	0.048	0.0375	0.0219	0.0347	0.0336	0.0386	0.0442	0.0361	0.0294	0.0933	0.0318	0.0769	0.0491	0.098	0.0811	0.044000000000000004	0.8964	0.0233	0.0317	1.2790000000000001	0.0638	0.1412	0.0315	0.0604	0.3381	0.0325	0.0426	0.0078	0.0078	0.0212	0.0534	0.0787	0.2298	0.0421	0.1617	0.0266	0.0416	2.6544	9.6397	0.0196	0.0302	0.0218	0.6066	0.0412	0.4027	0.4636	0.2092	0.0442	0.0262	2.9136	0.8981	0.3699	0.4978	0.0482	0.0357	0.0357	0.0339	0.044000000000000004	0.0743	0.0303	0.0404	0.1344	0.6112	0.0691	0.06	0.5897	0.0273	0.3099	0.0215	0.16	0.0868	0.031	0.1234	0.028999999999999998	0.0343	0.0783	0.2692	0.1245	0.2152	0.2522	0.0419	0.0156	0.0206	0.0286	0.3439	0.027000000000000003	0.0287	0.0701	0.1305	0.023	0.0244	0.0926	0.0766	2.8893	7.9211	0.0434	0.0707	0.0507	0.0256	0.0362	0.0351	0.1656	0.0861	0.0493	0.0671	0.2865	0.0476	0.0439	0.0641	0.0645	0.0384	0.0325	0.0423
TAG42:1FA18:1	0.8403	0.1559	1.6458	0.6103	1.1168	2.7061	0.033	0.0453	0.225	0.0388	0.067	0.5071	0.0351	1.9051	0.1244	0.1412	0.0286	0.0239	0.0471	0.0292	0.1423	0.1137	0.078	0.0472	0.0108	0.0108	0.4916	0.2622	0.4215	0.2809	0.3723	2.9702	0.0293	0.0449	3.1425	0.4224	0.6174	0.0484	0.9756	1.9625	0.0449	0.0658	0.3043	0.0883	0.0256	0.1113	0.7163	0.4727	0.086	0.6282	0.1035	0.4708	3.4936	16.0756	0.0537	0.0572	0.087	2.022	0.2007	0.968	1.6316	0.6857	0.0673	0.0253	5.5042	2.8639	1.8668	3.7577	0.1537	0.1518	0.0832	0.0613	0.0948	0.3497	0.109	0.1489	0.9752	1.944	0.225	0.1261	1.8819	0.1723	0.3512	0.0217	0.7085	0.4376	0.1104	1.1279	0.0544	0.1735	0.41100000000000003	0.8718	0.4932	0.7634	0.5710000000000001	0.1035	0.0438	0.0234	0.1609	1.1563	0.0283	0.0522	0.2137	0.3186	0.0286	0.0548	0.3107	0.1255	6.1195	3.7896	0.1017	0.2109	0.2724	0.024	0.0514	0.0216	1.4841	0.2231	0.1915	0.1702	1.4379	0.0841	0.3278	0.8263	0.2962	0.0414	0.0393	0.128
TAG54:6FA18:3	9.9077	10.0635	18.4792	21.0827	20.0896	9.904	7.6892	8.9653	4.6501	5.4126	7.3303	12.2973	11.22	9.0162	4.1193	5.3318	6.4477	7.627000000000001	10.7784	12.2531	9.6157	8.9757	13.1638	18.0799	2.5819	2.4673	14.8834	6.144	3.8805	3.6483	32.4194	12.5648	3.0746	7.1537	21.4553	15.1075	9.2617	16.4849	12.1879	7.7589	8.0054	6.2092	8.2426	13.8497	3.6425	3.7004	4.1507	3.1056	5.7396	3.0322	3.3847	4.4671	6.4672	12.1757	3.9699	5.0057	7.531000000000001	1.9454	17.0629	10.0257	4.9383	3.909	6.5673	8.7935	16.4356	11.2374	4.5895	8.3834	5.5407	5.5704	1.6947	1.9284	3.3234	2.126	11.1088	3.5139	14.9628	18.1666	8.3419	5.6781	5.0483	10.5925	1.9164	3.7713	5.6719	6.0265	3.3015	6.6359	2.2222	6.4734	9.3524	4.7106	6.2885	5.4711	2.5353	6.2446	8.1031	5.0579	5.6914	6.4058	3.4195	3.8339	7.0115	6.9889	7.3572	6.4406	5.6493	10.196	4.7224	3.5611	21.218000000000004	6.7313	12.4081	8.3673	3.9363	3.2678	12.1049	6.0029	3.2608	4.2176	6.7145	4.9096	9.1049	12.567	2.9299	1.2409	5.7466	6.1486
TAG56:1FA16:0	0.3641	0.08900000000000001	0.4893	0.1803	0.2145	0.0498	0.0521	0.0445	0.121	0.0388	0.0705	0.0841	0.0449	0.0988	0.1496	0.1062	0.0391	0.0463	0.0595	0.0499	0.1379	0.2049	0.4132	0.2704	0.0772	0.0253	0.268	0.1761	0.1014	0.2304	0.2009	0.3839	0.4313	0.0577	0.3565	0.4375	0.1374	0.0538	0.5225	0.6146	0.0663	0.0932	0.3615	0.122	0.0348	0.08199999999999999	0.3364	0.1662	0.0842	0.1709	0.0644	0.1802	0.1243	0.8759999999999999	0.1274	0.0837	0.0623	0.3194	0.1821	0.0913	0.1456	0.0546	0.0196	0.027999999999999997	0.2169	1.8366	0.302	1.7108	0.0382	0.0724	0.0561	0.0357	0.0799	0.0771	0.0996	0.0407	1.6084	0.4945	0.1001	0.0603	0.1312	0.1433	0.0387	0.0377	0.0953	0.1065	0.2173	1.9843	0.1004	0.3064	0.2769	0.1204	0.0981	0.087	0.1373	0.2687	0.0617	0.033	0.1197	0.1422	0.0524	0.0623	0.0727	0.026000000000000002	0.0445	0.0616	1.1079999999999999	0.0351	1.2609	0.0513	0.1792	0.1424	0.1322	0.0323	0.0359	0.0183	0.3316	0.0948	0.0794	0.0658	0.1153	0.0346	0.1442	0.6189	0.2298	0.0503	0.0277	0.147
TAG49:0FA16:0	1.5477	0.502	6.6649	1.0321	0.5659	0.5593	0.478	0.237	0.8594	0.2282	0.9534	2.375	0.1224	0.5302	1.403	1.1484	0.2236	0.1959	0.3583	0.1914	1.1839	1.0174	0.9173	0.4856	0.4035	0.1514	1.5306	0.5455	0.9085	0.9524	1.0548	1.3343	0.0898	0.2384	1.393	1.598	2.1697	0.5189	4.8261	4.3173	0.5552	1.0062	2.9165	1.1514	0.1783	0.6642	2.0544	0.7616	1.6043	2.5793	0.7678	1.9168	1.5969	3.0868	0.9842	1.0474	0.5928	4.1402	1.0645	0.9614	2.7243	1.0387	0.10800000000000001	0.1447	2.5862	0.2986	4.128	5.9448	0.3418	0.4944	0.503	0.5566	0.2922	1.3805	0.7675	0.6459	3.4306	5.7535	0.4352	0.5183	1.1262	1.5413	0.5195	0.1304	1.3322	1.0963	0.3348	2.2368	0.9801	2.2992	1.4609999999999999	1.6562	1.5390000000000001	1.953	1.3901	0.9569	1.003	0.3362	0.5185	0.9321	0.6121	0.7457	0.6678	0.5861	0.5599	0.8314	0.3744	0.1297	2.0173	0.6741	0.8886	0.8442	0.4968	0.1387	0.2146	0.2018	3.7984	1.3906	1.079	0.6017	1.5003	0.1669	1.4085	6.8312	2.9103	0.6077	0.2368	0.623
TAG42:2FA18:2	0.6372	0.1604	0.7216	0.2825	1.3291	1.7026	0.0431	0.0473	0.17300000000000001	0.0358	0.0646	0.2779	0.0462	1.2428	0.0624	0.0901	0.0565	0.0445	0.0636	0.0451	0.1478	0.1021	0.0551	0.0487	0.2765	0.0307	0.4064	0.2364	0.1447	0.1677	0.2538	1.5531	0.0364	0.0493	2.5242	0.3933	0.4319	0.0405	0.589	1.2309	0.0632	0.0489	0.1257	0.0949	0.042	0.0824	0.4642	0.2882	0.0873	0.2506	0.0852	0.2645	2.1951	9.4272	0.045	0.05	0.0772	0.6962	0.1901	0.5657	0.9557	0.5227	0.0489	0.0305	4.1179	1.0248	0.7332	1.6616	0.1764	0.1712	0.0645	0.053	0.066	0.1105	0.0695	0.1336	0.5668	0.8064	0.14	0.098	0.4172	0.0971	0.1805	0.0435	0.4737	0.3539	0.0757	0.5279	0.0407	0.1442	0.271	0.4003	0.3261	0.6594	0.2803	0.0826	0.0371	0.0361	0.1252	0.5384	0.054000000000000006	0.0475	0.1554	0.1377	0.0457	0.0606	0.0868	0.0788	2.9905	1.8349	0.1346	0.1197	0.3533	0.0361	0.0657	0.0306	1.0455	0.1396	0.0993	0.106	0.6164	0.0651	0.2486	0.5676	0.1585	0.0381	0.0593	0.0861
TAG44:1FA16:0	2.2242	0.5829	5.1521	0.4696	1.2723	1.4553	0.1793	0.2133	1.0896	0.0833	0.3962	2.7984	0.0756	0.5922	0.7761	0.8822	0.1092	0.1292	0.1758	0.0889	0.9882	0.7273	0.5364	0.2133	0.6115	0.0427	0.8766	0.5458	0.8407	1.0265	1.4756	3.3806	0.0582	0.2223	2.8942	1.2935	3.4817	0.2735	3.784	5.314	0.3596	0.5782	2.1001	0.4582	0.0635	0.3299	2.717	0.9490000000000001	0.8664	3.3895	0.4051	2.1185	3.178	9.0084	0.4826	0.5479	0.3345	7.3468	0.7153	1.8618	3.543	1.6236	0.0458	0.0523	4.1168	0.7699	4.2747	9.2455	0.3738	0.4338	0.4383	0.2883	0.2673	1.2208	0.489	0.6225	2.5405	5.5606	0.5144	0.3398	1.1102	0.9706	0.1971	0.0469	1.9011	1.0411	0.2434	2.8003	0.5589999999999999	1.8467	1.204	1.9693	1.4838	2.0555	1.6523	0.4909	0.2426	0.1015	0.375	1.4176	0.2013	0.3005	0.5098	0.6089	0.207	0.4009	0.3834	0.2108	5.2674	1.0655	0.319	0.7102	0.6025	0.0475	0.1604	0.0741	4.9069	1.0135	1.2830000000000001	0.4315	2.9760000000000004	0.1917	0.9549	4.1407	2.4817	0.2224	0.1118	0.4151
TAG47:1FA16:0	0.4704	0.2111	1.7908	0.2362	0.2215	0.256	0.1322	0.1614	0.3439	0.0962	0.3036	1.1726	0.042	0.1815	0.5251	0.5098	0.1128	0.0792	0.1526	0.057999999999999996	0.4891	0.4517	0.3473	0.1009	0.11900000000000001	0.0424	0.3163	0.1196	0.3098	0.3988	0.4076	0.645	0.0486	0.1392	0.633	0.4073	1.3222	0.2785	1.7903	1.2396	0.3425	0.5157	1.115	0.4129	0.0722	0.1906	0.6428	0.3935	0.7115	1.0719	0.2018	0.8033	0.679	1.6156	0.4849	0.4264	0.2241	1.9424	0.3919	0.5932	0.8977	0.4779	0.0518	0.0551	0.8476	0.1246	1.4733	2.3617	0.124	0.2251	0.21100000000000002	0.1737	0.1264	0.5589999999999999	0.2641	0.2945	1.075	2.0325	0.1657	0.1361	0.4412	0.6876	0.1337	0.0406	0.4354	0.368	0.0979	0.6952	0.4168	0.9744	0.4463	0.4921	0.5603	0.6279	0.5532	0.2388	0.3562	0.1236	0.1329	0.2869	0.2119	0.2969	0.1574	0.1665	0.1993	0.3056	0.1045	0.0734	0.8565	0.3069	0.2777	0.3712	0.1544	0.0472	0.1126	0.0538	1.4595	0.6159	0.5459	0.2593	0.6724	0.0819	0.5274	1.944	1.4804	0.2221	0.1053	0.1489
TAG48:1FA14:1	0.3368	0.1592	1.3408	0.1726	0.149	0.2272	0.1003	0.1165	0.2692	0.0587	0.2032	0.639	0.0218	0.0951	0.3519	0.3956	0.094	0.061	0.1071	0.0461	0.3388	0.2468	0.3643	0.1044	0.11	0.0266	0.3163	0.0861	0.2735	0.2779	0.3939	0.4129	0.0574	0.1475	0.2659	0.2805	0.8396	0.14400000000000002	1.3442	0.7942	0.1877	0.2884	0.7303	0.3551	0.0325	0.1454	0.4759	0.2016	0.5274	0.7204	0.1768	0.6359	0.4114	0.6693	0.3253	0.2279	0.1687	1.2738	0.2509	0.3152	0.6199	0.3023	0.0309	0.0376	0.3924	0.0547	0.9833	1.436	0.1065	0.1481	0.1487	0.1281	0.1046	0.3755	0.2062	0.2154	0.6511	1.2284	0.1439	0.1015	0.2674	0.515	0.0634	0.0309	0.3687	0.21899999999999997	0.0871	0.5595	0.2353	0.4622	0.33299999999999996	0.3427	0.3237	0.3138	0.292	0.16899999999999998	0.2329	0.0696	0.1123	0.2059	0.13	0.1893	0.1067	0.1169	0.1143	0.1824	0.1129	0.052000000000000005	0.5326	0.1675	0.1897	0.2299	0.0951	0.0319	0.0673	0.0535	0.8019	0.2927	0.4996	0.2386	0.4394	0.066	0.3005	0.9104	0.9285	0.1162	0.0514	0.136
TAG44:1FA14:1	0.1391	0.0644	0.6575	0.0323	0.0904	0.1152	0.0229	0.038	0.1507	0.0259	0.0447	0.371	0.0245	0.0457	0.1614	0.1563	0.0307	0.0376	0.0327	0.0224	0.1793	0.1309	0.0937	0.0272	0.0558	0.016	0.1092	0.0471	0.1014	0.1404	0.1022	0.2775	0.0193	0.0428	0.1609	0.111	0.6882	0.0448	0.5919	0.5670000000000001	0.0929	0.1366	0.3318	0.0813	0.0152	0.0402	0.243	0.1034	0.2167	0.4457	0.0424	0.297	0.2157	0.4412	0.1155	0.0702	0.0456	1.1466	0.0914	0.1899	0.4672	0.2284	0.0076	0.0076	0.4259	0.0174	0.5429999999999999	0.9656	0.0641	0.0609	0.0617	0.0727	0.0312	0.1969	0.0625	0.1539	0.2459	1.0172	0.0651	0.06	0.0932	0.1484	0.0212	0.0168	0.2147	0.1149	0.0318	0.2044	0.0994	0.3271	0.1504	0.3375	0.2308	0.2826	0.1828	0.0593	0.0442	0.0193	0.0431	0.1419	0.0499	0.0623	0.0574	0.1057	0.0392	0.0721	0.0405	0.0431	0.3945	0.0769	0.0592	0.1091	0.0481	0.0224	0.0294	0.0176	0.5105	0.1692	0.2295	0.0522	0.3483	0.0257	0.1003	0.5248	0.6493	0.042	0.034	0.0421
TAG45:0FA15:0	0.1542	0.0375	0.8845	0.0438	0.0487	0.0612	0.0209	0.027000000000000003	0.00445	0.00445	0.055	0.2486	0.0172	0.0467	0.1061	0.1021	0.0206	0.0194	0.00445	0.00445	0.0955	0.0787	0.0444	0.0177	0.00445	0.00445	0.1131	0.0552	0.1292	0.1349	0.067	0.2804	0.0128	0.0273	0.2695	0.0962	0.3872	0.0373	0.3825	0.7042	0.0549	0.0734	0.2492	0.0542	0.0173	0.0358	0.2115	0.0599	0.1294	0.3061	0.0487	0.1878	0.1905	0.409	0.0775	0.0612	0.0506	0.9790000000000001	0.0726	0.1544	0.6759	0.2176	0.00445	0.00445	0.6679999999999999	0.0229	0.6234	0.9863	0.0556	0.0364	0.0432	0.0536	0.0285	0.2062	0.0548	0.1146	0.3547	1.1395	0.0401	0.0547	0.0962	0.0949	0.0278	0.0089	0.2365	0.1378	0.0255	0.214	0.0791	0.1908	0.1842	0.4297	0.2502	0.3	0.1838	0.0616	0.0409	0.0169	0.0312	0.1311	0.033	0.0561	0.0715	0.1567	0.0278	0.0589	0.0266	0.02	0.4215	0.083	0.0444	0.08900000000000001	0.0646	0.0123	0.0252	0.016	0.4442	0.1675	0.126	0.0488	0.3817	0.0195	0.1302	0.6196	0.4316	0.0404	0.0265	0.0371
