chemID	l_mean	m_mean	h_mean	monotonic_status
100001987	2.4149565789473684	1.6999926829268293	1.0366	down
100001806	1.8354934210526315	1.3640219512195122	0.8895	down
100020536	2.0250105263157896	1.4883219512195123	1.029490909090909	down
100001757	4.186684210526316	2.6648731707317075	1.5503545454545455	down
100001988	2.9311039473684213	3.777226829268293	8.857081818181818	up
100001121	2.16445	4.760212195121952	6.402263636363636	up
100021374	1.3913776315789474	1.1242	0.6598181818181817	down
100000010	1.5770013157894738	1.0753560975609755	0.8579090909090908	down
100001950	1.242778947368421	0.9591634146341463	0.7766272727272727	down
100006098	1.6804776315789474	1.1330414634146342	0.9067636363636364	down
100009333	1.5367513157894737	1.1746439024390245	0.6209818181818182	down
100009246	1.5280657894736842	1.110590243902439	0.7667272727272727	down
100021363	16.484042105263157	6.938575609756097	2.5765727272727275	down
100001510	1.4222513157894736	1.1184121951219512	0.8619272727272728	down
