chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc
TAG56:3FA20:1	1.2799610169491524	1.1931058823529412	1.1026975609756098	1.0164545454545455	down	0.0067	0.33255417039451857
