chemID	simpleLRM_Fstatistics	multiLRM(chem_sig)	multiLRM(sex_sig)	multiLRM(age_sig)
100021136	0.033736483490673	0.361097530139807	0.317782766649151	0.732930068235527
100000882	0.689249270273928	0.798388898177698	0.297878856457546	0.647395945194403
409	0.0946791876627635	0.217947129313114	0.329699455099222	0.44627780961982
100002254	0.741815926408874	0.0536793360364578	0.203222247316227	0.646594699825038
361	0.00752765240962162	0.129141626901008	0.219507461768216	0.632770040785844
100019975	0.53202177068525	0.698104916076564	0.293579699566987	0.678723030423586
100000257	0.000645158812784884	0.0215291191413058	0.296287908196609	0.596459532861576
100001232	0.970918939515029	0.805762136688726	0.311603977865015	0.647716711700934
100001948	0.310493353260994	0.302211422239255	0.325335683039057	0.50051049008143
100001073	0.63669610248367	0.696750382449402	0.357856332809772	0.596440201293992
100015637	0.609293305342025	0.945701354586734	0.294043184210579	0.660761453314586
100006360	0.641319359696799	0.704663906880219	0.27791258126996	0.7239116998348
1488	0.494576016485646	0.437561853146211	0.296440681521687	0.626634189535008
100002253	0.851713196777858	0.936238012479665	0.291812289224475	0.671093729299558
1023	0.962073190332912	0.685917590408982	0.289647969610528	0.644461279269351
100004284	0.670342377387869	0.802882485603707	0.287622580570969	0.669096118515169
100001251	0.693213745433344	0.93092066048998	0.296466396268673	0.663253688660987
362	0.678705094543049	0.490152557099041	0.265287469958895	0.65744842204175
100006620	0.774877770898955	0.872646234482832	0.293841793242606	0.665224246502695
111	0.423937956616244	0.223401122050449	0.250650206981459	0.639605908889238
100009045	0.674046806413196	0.268525897789686	0.240535324120141	0.820106088463979
100002927	0.625333335724708	0.63762011388997	0.279148564472393	0.708908979937905
100015641	0.521411555703598	0.503502745972465	0.259843043942934	0.701681214177132
1114	0.116227597935236	0.999567152497244	0.292968710896442	0.661669381457748
100020409	0.367671858538709	0.360524816845075	0.291101371260571	0.535438375317389
158	0.126265159907752	0.21014779511659	0.372696943183854	0.69530748710815
1224	0.0342414265273981	0.124898885307617	0.222868896014668	0.701707597923447
100001620	0.472062812741634	0.344623261277916	0.250036280296428	0.666852273890189
100020893	0.241419951129621	0.0450949934753754	0.279672699588701	0.367790685390875
100002458	0.638535574614167	0.687845976147075	0.319839741690437	0.625810236569712
100001112	0.817687325927482	0.865847058852774	0.290288943683235	0.649615013682645
100002953	0.324938631239957	0.787766236182559	0.291389511241173	0.672305698987217
1141	0.442001325647014	0.0848038967454301	0.371960896390079	0.500785561674568
100015834	0.469263355759322	0.951791233181593	0.292397443465342	0.658592088373678
100004561	0.654022276048505	0.922764317480702	0.294923792858622	0.659225745899282
100020497	0.8629598051595	0.653939866815939	0.272872562057979	0.693962572432483
498	0.0552709629999045	0.347991067893549	0.283191134664315	0.738981411862267
100006051	0.840808370622779	0.768859333470768	0.298247048342505	0.655919767385381
1668	0.842321880031473	0.214128346397075	0.291899735665119	0.537999980605493
100004523	0.433316153625608	0.962432463854579	0.297357065808617	0.659633735787485
100001604	0.260888731184735	0.577262058741171	0.288224541211141	0.700987500284125
100001002	0.184311630332533	0.691611677943284	0.302704115123237	0.652106813947939
100001987	0.0631494181103738	0.267599502232824	0.826901478737883	0.52409966133542
100002462	0.550676780140902	0.266877971983079	0.36797311782869	0.521850765435135
466	0.825638742269173	0.386569025635743	0.295631555908531	0.657887078346658
100000665	0.711149226598405	0.674149492212627	0.310895159888447	0.632718264728702
445	0.898306863697754	0.346421359622801	0.330604918166452	0.71909315340702
2029	0.164246018184344	0.552805401183441	0.307694614366329	0.663692681279299
100006438	0.117143503132017	0.22476450407142	0.343633404791166	0.673752452101089
100001398	0.15018602676649	0.604712733551177	0.275029537887522	0.679640033828675
235	0.382200199166202	0.445033763937658	0.262383603491017	0.693213334247071
100000997	0.696994473179608	0.628518742208427	0.29476525386863	0.635112640019815
100002094	0.314312395095056	0.300839466342838	0.252284785087159	0.551950411548321
1052	0.547562618990568	0.872334859429478	0.287364049745621	0.690956955488206
100020823	0.313092161141508	0.615152973636228	0.277881909834927	0.650368119001724
100001806	0.268236097839171	0.608611299117408	0.343851806927667	0.670971648113247
100006092	0.827871820441209	0.865821860715368	0.297853547693738	0.650542233400957
100001415	0.0880024944802763	0.066131321443342	0.306388357918398	0.371725214490435
100000008	0.0856680430166984	0.24003348025454	0.305260123875597	0.553799155239875
565	0.00755645385637984	0.0520951353967337	0.290290687200656	0.73862393274005
100015851	0.167369813352987	0.257262067398953	0.365183737930931	0.778600051536627
100001866	0.508757526462827	0.931417773047137	0.305520226037083	0.655026168421806
100020546	0.00245182010218125	0.0300725546653467	0.532440469499083	0.848575147741109
100016110	0.546603889255003	0.406846685277873	0.239848317606842	0.759695182368764
100001254	0.00330533149705193	0.0123761336127571	0.368156417265343	0.882440572901144
100006260	0.338364585572072	0.775557994325656	0.300116454136098	0.656351137373955
826	0.607150122280094	0.765920097680957	0.295048440201904	0.653591529172623
100001872	0.430996020730797	0.83089305032274	0.294280996020086	0.660831384693449
100000263	0.356675886844975	0.377715858270064	0.358760447360045	0.655939478716579
100021198	0.796381166619223	0.050295333103718	0.200724769988214	0.36970584188924
100015967	0.0330932543123758	0.0894169750943479	0.368064849235883	0.482704674324845
278	0.11425651456714	0.235773754834781	0.278708508500719	0.953075061455935
519	0.835691757947379	0.824906179008123	0.304894379639957	0.647873362124959
100009337	0.107369135208395	0.308027350961892	0.394651076685601	0.647285793531646
100002185	0.412455797574676	0.77366256978175	0.280959039848949	0.637288983915326
100001278	0.625410482079958	0.595389554476069	0.321214312255314	0.641170735743747
100002103	0.886867673870991	0.548984203242172	0.295957828472424	0.601882156867264
980	0.912468320068727	0.859675816495804	0.299186432350878	0.657420475641015
100000016	0.88434756078699	0.465238240022951	0.289758701215827	0.637552026340894
100020372	0.199171908518944	0.54173232359201	0.289389239254402	0.60912860366121
100001662	0.660374022289232	0.0859577681362871	0.0985021470060587	0.670967158682373
100019972	0.944544568558838	0.647883785601735	0.302128091675726	0.646974663330743
254	0.727914408554928	0.652903029861654	0.290237937370995	0.665878363888384
100002009	0.668588569116206	0.713409201369342	0.289959540280424	0.595591238700842
100010895	0.492561345151584	0.63402135932085	0.326787226911994	0.647292733768018
1140	0.931566967294477	0.653910111705924	0.289160170054779	0.620567275360815
100008951	0.62353907176203	0.511859040867235	0.313781353475086	0.622202366009576
1084	0.376817396469927	0.81145327264541	0.291371412255316	0.704132833457205
100002796	0.133693375146959	0.611279591206573	0.275158372487513	0.628422524090718
358	0.999424141435399	0.920087963108718	0.290747070411712	0.652863614336315
100002070	0.774041811292493	0.665307625295651	0.284497553814714	0.695786256710144
1628	0.513577411561815	0.235034260463312	0.329394366180246	0.659291223505697
823	0.762881436303913	0.668102267130478	0.269367615121451	0.701877463863612
100004414	0.715720634022719	0.269509162689638	0.343632499830018	0.760738671489789
100006129	0.686390442294231	0.675184307140279	0.274928016427643	0.677401428942389
100002028	0.701194017103271	0.457736313893817	0.39539219594701	0.477866861008836
100021707	0.439102030063973	0.425667598191412	0.245062161398436	0.748237162508411
100000054	0.486221884288231	0.425690984086071	0.285197976718066	0.686874980818187
100010869	0.461012575681188	0.210708626442898	0.305554222207927	0.527680671255764
100004575	0.0265193042113402	0.0752167015745128	0.367600334665576	0.971070122529304
100001212	0.975251767048782	0.601243795500699	0.297554995762533	0.58835727340854
818	0.177283000535785	0.434966878573257	0.349906424873471	0.597904857637174
100001092	0.00157192957979534	0.0233081180035563	0.288495661679268	0.646846546138702
100020371	0.948787249082418	0.849928560756595	0.296864426490103	0.660303628709482
100004112	0.181912450354068	0.516972722658497	0.31182163982456	0.666977100754767
1125	0.535912336229212	0.537974719040596	0.315376536742094	0.68374620102848
100020491	0.833155619127406	0.360857794202133	0.231326553547685	0.684033726278156
100003151	0.00367278738878502	0.0472264238434861	0.413485984152612	0.562276659567155
100000011	0.344892923770723	0.153299751772264	0.215994220691889	0.771048968718654
100003594	0.571623327931651	0.8444818416824	0.287660406109984	0.650172220271581
806	0.753167299532142	0.17623070281082	0.296449940902109	0.47275264650035
100001211	0.983944819507859	0.596540373703186	0.302226303952886	0.643824777824258
100002417	0.636834164628312	0.519803763484111	0.283091113975036	0.619964422247059
100009335	0.575506224230002	0.204371036304633	0.237637726151372	0.686946004357781
100000781	0.731055084149849	0.947547815633962	0.294263423788405	0.662661843230628
803	0.0393599599435338	0.0510149092465206	0.270500643765604	0.556395395459494
50	0.515885030350261	0.702386080496002	0.298206172988882	0.646515810689277
796	0.825864291240664	0.226964798181438	0.296753815944009	0.664958503088567
100005834	0.766412248769805	0.954792891995412	0.302178871458462	0.661025076512643
100001580	0.836433646462767	0.819571766137464	0.300377715227865	0.662275371409407
480	0.735339903330478	0.739951181573058	0.275129067484068	0.665931076963924
100001540	0.238529083642887	0.65858951435746	0.388774946350857	0.759496592240001
339	0.508249971533171	0.0501411165913168	0.25317015167814	0.556003721132602
1110	0.88426811803759	0.93404773749984	0.296918578488322	0.657293277778276
100015836	0.164131870443373	0.164026952971508	0.432878605398366	0.836656900998505
100009271	0.547178144442129	0.534133634906936	0.326156636845517	0.642447734365112
100015638	0.646974710132028	0.935842919263168	0.293251664153325	0.659399340982855
100021667	0.920086664846724	0.361974791559625	0.341269864718819	0.639101322088838
100001279	0.57052668675104	0.336374760783592	0.321152661827229	0.789478200666275
100004208	0.0204955614703306	0.12642055015654	0.435923452043096	0.777248586622703
100003695	0.21580217022142	0.129145224696935	0.316075988249779	0.445442454197387
100000802	0.716206101172758	0.950085999413514	0.293288840834134	0.659713460036701
100002769	0.846390381675072	0.0884937864748917	0.213584892896558	0.774646967658523
100015835	0.115085422694838	0.330155082820778	0.419966883799343	0.843813454163305
229	0.842444102775798	0.738542731300541	0.305280960640569	0.660114442239253
100001266	0.00777617327017516	0.034482415142048	0.359654855217759	0.947145400678929
1342	0.300023445483628	0.355632222648509	0.251497172213499	0.679999051371731
100002102	0.96341624956408	0.681362876241298	0.316509227830094	0.734224795097847
100020254	0.193202331244692	0.695644221011919	0.286811970126709	0.681394137156901
1231	0.788957861851099	0.590925522304741	0.313962117300798	0.642367483179799
100020492	0.941307876244837	0.786338816218191	0.283631127015304	0.659237268598014
100001402	0.384196542977385	0.606630973792086	0.322875763523471	0.664508289582934
415	0.00874821380042048	0.153412555994003	0.327448354652949	0.715423928541552
100003109	0.952410591722279	0.98716115310116	0.293021160040849	0.664112764185003
275	0.619212751877486	0.711136335139517	0.266970949862235	0.635890191334887
1143	0.170393481555128	0.0756238988921134	0.265810005718978	0.76038473930406
279	0.412763385322156	0.348482028964849	0.291503446271302	0.534238351056621
100001198	0.951359440541679	0.918649482549187	0.290346800087696	0.668931898977917
1648	0.647547264046745	0.38670339790801	0.312347316115692	0.633272594724377
100001590	0.234352952047464	0.148291695260631	0.283146200495484	0.550239267773567
100001733	0.349844088568965	0.762853438427553	0.287114554405952	0.683456051227333
100008933	0.0202332680628641	0.0114010122000564	0.355363522255954	0.654322249643633
100001550	0.370560578195779	0.444228663587686	0.276205135330983	0.603472383719829
1215	0.0635361557075672	0.225243464341582	0.249334722406042	0.615343123361989
100002356	0.552456827333827	0.410376479439205	0.315715070741064	0.674297984742032
100002749	0.592513194213572	0.551692390505741	0.300463666666932	0.675795242679777
100006379	0.137905627440803	0.143434161048314	0.351553152450857	0.399907398541728
100015966	0.0759370702828334	0.160802059414611	0.322746460306039	0.489036906902006
100001392	0.670753218129729	0.892968506442018	0.29544876607388	0.659221271605393
100020425	0.143697217974152	0.0670648207785254	0.248530098644864	0.440877963532751
100004299	0.334792232395465	0.842293935518587	0.306111893098373	0.702187362733158
100001734	0.610153693443528	0.64756222461733	0.30519643215336	0.617758159559511
1002	0.91993356939991	0.759728800535227	0.296048024401135	0.65885222626594
100001337	0.163799190405257	0.48742877361222	0.253057741311033	0.661774064633866
100001452	0.842606914206551	0.736882933244989	0.291584491490054	0.629919157489906
314	0.559926720528868	0.419758769110901	0.302467453774337	0.678339171027511
100009264	0.976545484948543	0.514166640199889	0.228901448616274	0.790446764673868
100004634	0.452993642444485	0.514341537265804	0.264258820668349	0.677928831546907
100000711	0.735498069425616	0.688555063273693	0.322905839393164	0.685980353804788
100020536	0.018798748411433	0.1042926245952	0.362340162626096	0.757440826833208
100004318	0.338551445097198	0.590205667846163	0.297506830529963	0.658704931410668
100005850	0.867458172355622	0.405108581562452	0.382815649072377	0.599130534511202
100006619	0.297423527042817	0.132521832863515	0.336698242504629	0.6447580155068
356	0.575024899535071	0.88789244547489	0.288870767311247	0.666951888405537
1221	0.504278339953643	0.463670281091933	0.405621362499607	0.708069744869883
100001397	0.789155058938813	0.789820503740189	0.292111099198311	0.654638421496184
100019981	0.580112938435081	0.791548391361415	0.299471641850499	0.691230712764906
100001208	0.456776127657043	0.24760871762322	0.252014653042452	0.950183513648925
503	0.0104973951211817	0.00944113819688788	0.181064929997601	0.501627463141182
100006375	0.149847553410737	0.648733658421828	0.315191364530911	0.642802442532514
100001295	0.668664298484804	0.578434517062616	0.286933997802118	0.757269122848744
100020427	0.0568723418222705	0.0343215317898947	0.286144110443291	0.378039677359969
100002784	0.465194516179653	0.342746954671738	0.249845312429054	0.729630081778479
917	0.0601758755192646	0.206692462412533	0.317031683239204	0.614619219090294
1869	0.365320951109452	0.194107944970557	0.318499483316983	0.541452986524181
240	0.319657740260991	0.205620599858491	0.20155644572183	0.510463281162198
798	0.00593182967940324	0.108953745973473	0.418156613497525	0.599061718436354
100002952	0.272654185759174	0.435806344141679	0.293118749488606	0.749219057009664
98	0.699991729668074	0.944493859890698	0.300145516089755	0.663315195188876
100008998	0.244346413986566	0.191678549578752	0.214101037456197	0.749414494907583
477	0.264471487370805	0.944622478177524	0.292541571847126	0.660429552763833
100020545	0.0831806258118629	0.134788556416921	0.338952439056587	0.827620800414243
100021666	0.772314463343091	0.353945864705005	0.315776848523316	0.661673493964311
1256	0.649416682055248	0.950002092115669	0.307036601405001	0.669049599323637
