chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc
100021136	1.1391966101694915	1.1291529411764705	1.0512536585365855	1.1704181818181818	stable	0.9828	0.03900732776312646
100000882	1.0673237288135593	1.3140117647058824	1.1972146341463414	0.9137454545454545	dynamic	0.0724	0.2241335953548108
409	1.1096898305084746	0.9955823529411765	1.0348585365853658	1.0826	stable	0.9998	0.0356561919516155
100002254	1.7881966101694915	3.271494117647059	2.1321	3.085118181818182	dynamic	0.6554	0.786820387934162
361	1.8070745762711864	1.1430529411764707	1.9059073170731706	0.6198181818181818	up	0.0299	1.5437390652603968
100019975	1.2639576271186441	1.0814882352941178	1.2988048780487804	1.3057636363636365	stable	0.6179	0.04694567069976578
100000257	1.1529118644067797	1.142005882352941	1.231339024390244	1.4561272727272727	stable	0.8696	0.33685423090775
100001232	1.3522593220338983	1.2479470588235295	1.337780487804878	0.8576181818181818	up	0.0087	0.6569644461004029
100001948	1.0123101694915255	1.064170588235294	0.9651048780487805	1.0243818181818183	stable	0.998	0.01710215560380104
100001073	1.3635440677966102	1.2425294117647059	1.2285439024390243	0.5462181818181818	up	0.0246	1.3198120842314711
100015637	1.0660694915254236	1.1836117647058824	1.1854317073170733	1.001790909090909	stable	0.9709	0.08972005814348369
100006360	3.1232576271186443	2.595305882352941	3.7630170731707318	1.2716545454545454	up	0.0805	1.296344772514572
1488	1.0852677966101696	0.9632294117647059	1.0884463414634147	0.9235454545454546	stable	0.9854	0.23279620678673185
100002253	1.2682237288135594	1.2470705882352942	1.9617487804878049	1.0006454545454546	dynamic	0.5018	0.3418783817489073
1023	0.9768033898305085	0.9919823529411764	1.0146926829268292	0.9832181818181819	stable	1.0	0.009443387527991965
100004284	10.122218644067797	4.3733176470588235	3.76619756097561	5.294645454545455	dynamic	0.6925	0.9349195572531146
100001251	1.2988745762711864	1.2544411764705883	1.2333560975609756	1.3527727272727272	stable	0.7565	0.05865735354598332
362	1.323857627118644	0.954864705882353	1.2773878048780487	0.4673363636363636	up	0.0125	1.5022147739782348
100006620	1.1978389830508476	1.2941882352941176	1.211660975609756	1.289309090909091	stable	0.8587	0.10616417790473057
111	1.1765898305084745	1.0022411764705883	1.224729268292683	1.0014727272727273	stable	0.9633	0.2324883386096211
100009045	1.1379542372881355	0.6674411764705882	1.0434146341463415	1.0940818181818182	dynamic	0.3671	0.05672191046179059
100002927	1.273062711864407	1.1560705882352942	1.3976780487804878	1.4864545454545455	stable	0.7053	0.2235718584552642
100015641	1.1360338983050848	1.0819705882352941	1.0735170731707318	0.8943	stable	0.9283	0.3451751031400998
1114	1.1904949152542372	1.2386294117647059	1.1885317073170731	1.2611363636363637	stable	0.7567	0.0831628205402807
100020409	1.109535593220339	1.1008235294117648	1.5741073170731708	1.281390909090909	stable	0.5543	0.2077547113115721
158	1.0613627118644067	1.0737764705882353	1.0164439024390244	1.1577545454545455	stable	0.9985	0.12541165168370982
1224	1.1395966101694914	0.9760294117647059	1.0504829268292684	0.8174545454545454	stable	0.9982	0.4793128184357506
100001620	1.0638881355932204	1.0209588235294118	1.013587804878049	0.9371454545454545	stable	1.0	0.1830015727016421
100020893	1.0809881355932203	1.0166117647058823	0.9839317073170731	1.0735272727272727	stable	1.0	0.009991845814824943
100002458	1.2532033898305084	1.0644470588235293	1.2526048780487804	1.212390909090909	stable	0.8318	0.047765637749913215
100001112	1.147206779661017	1.3086764705882352	1.2840804878048782	0.8394909090909091	dynamic	0.1881	0.45053884778069525
100002953	1.1423694915254237	1.083135294117647	1.2591121951219513	0.950590909090909	stable	0.9448	0.2651328462254921
1141	1.087684745762712	1.0277529411764705	0.9707341463414634	0.9769727272727272	stable	0.986	0.15487027260619834
100015834	1.168342372881356	1.1194	1.042729268292683	1.3675727272727272	stable	0.9576	0.22715445152980543
100004561	1.2400338983050847	1.2670705882352942	1.0819731707317073	0.9444545454545454	stable	0.8971	0.3928262899029785
100020497	0.8899559322033899	1.2982823529411764	0.8930170731707318	1.4172818181818183	dynamic	0.404	0.6713208529580499
498	1.0745542372881356	1.0940058823529413	1.0294634146341464	1.147281818181818	stable	0.9997	0.09448151482819643
100006051	1.314522033898305	1.1436705882352942	1.3883243902439024	1.2725818181818183	stable	0.6085	0.046779909916514345
1668	1.5307406779661017	1.3826411764705882	2.067378048780488	1.8160636363636364	stable	0.1632	0.24658485946309436
100004523	1.1404101694915254	0.9943411764705883	1.0008487804878048	1.0217636363636364	stable	0.9437	0.15849131196939006
100001604	1.5737661016949152	1.0057	1.1587048780487805	1.6068727272727272	dynamic	0.4203	0.03003452585703916
100001002	1.0213118644067796	1.0170588235294118	1.020121951219512	0.9978	stable	1.0	0.03360089560811791
100001987	2.087386440677966	2.9171117647058824	1.9100829268292683	1.2344454545454546	up	0.0261	0.7578346226337624
100002462	1.0494457627118645	1.1690823529411765	1.1398829268292683	1.0414272727272726	stable	0.9345	0.011065514024728702
466	1.145157627118644	1.5228058823529411	1.4648829268292682	1.1447454545454545	stable	0.4383	0.0005193576431372836
100000665	1.098286440677966	1.3939588235294118	1.4643048780487804	1.0421	stable	0.6251	0.07576064284228734
445	1.4204949152542372	1.1837	1.2492536585365854	1.284909090909091	stable	0.707	0.14472737695895405
2029	1.2423915254237288	1.7709411764705882	1.182019512195122	1.130390909090909	dynamic	0.2194	0.13629812570095218
100006438	1.4907423728813558	1.8961882352941177	2.385809756097561	2.8982454545454543	dynamic	0.6646	0.9591488274882767
100001398	1.2589677966101696	1.5157588235294117	1.3745853658536586	2.6505454545454548	down	0.0275	1.0740479012429154
