chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/MLR.hd4.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/MLR.hd4.ready.ignor.norm.qc.fillna.l.tsv
100021136	error	0.958509090909091	1.24454117647059
100000882	error	1.10373636363636	1.03071176470588
409	error	1.37493636363636	1.08575294117647
100002254	error	1.54805454545455	3.48045294117647
361	error	3.61163636363636	1.36864117647059
100019975	error	1.27309090909091	1.02219411764706
100000257	error	1.6003	1.25362352941176
100001232	error	1.15919090909091	1.09541764705882
100001948	error	1.0879	0.956252941176471
100001073	error	0.633309090909091	1.0499
100015637	error	1.06563636363636	0.943441176470588
100006360	error	4.52792727272727	2.6319
1488	error	1.03135454545455	1.05550588235294
100002253	error	1.33358181818182	1.50980588235294
1023	error	1.09115454545455	0.940282352941176
100004284	error	3.56112727272727	3.64931176470588
100001251	error	0.886436363636364	1.82364705882353
362	error	1.53049090909091	1.06497058823529
100006620	error	0.973681818181818	1.6283
111	error	1.25854545454545	1.28511764705882
100009045	error	0.935081818181818	1.11548823529412
100002927	error	1.22416363636364	1.53941764705882
100015641	error	1.21943636363636	1.04499411764706
1114	error	0.865354545454545	1.3098
100020409	error	2.27309090909091	1.21717058823529
158	error	1.02202727272727	0.952070588235294
1224	error	1.40164545454545	0.939323529411765
100001620	error	1.16701818181818	1.00619411764706
100020893	error	1.14069090909091	1.08369411764706
100002458	error	0.993218181818182	1.44766470588235
100001112	error	1.262	1.14198235294118
100002953	error	1.00056363636364	1.04519411764706
1141	error	1.20669090909091	0.942941176470588
100015834	error	1.26210909090909	1.03640588235294
100004561	error	1.12912727272727	1.11411764705882
100020497	error	0.936354545454545	1.23732352941176
498	error	1.01660909090909	1.12964117647059
100006051	error	1.06022727272727	1.72620588235294
1668	error	3.02819090909091	1.4669
100004523	error	0.974236363636364	1.03267058823529
100001604	error	1.28091818181818	0.921658823529412
100001002	error	0.917918181818182	0.972276470588235
100001987	error	1.0366	2.32394705882353
100002462	error	1.21905454545455	1.36875882352941
466	error	1.42064545454545	0.849370588235294
100000665	error	1.22330909090909	1.09150588235294
445	error	1.35133636363636	1.10892352941176
2029	error	1.09778181818182	1.40209411764706
100006438	error	0.958236363636364	1.97418235294118
100001398	error	2.74698181818182	1.23378235294118
235	error	1.3894	1.27081176470588
100000997	error	1.66807272727273	1.10313529411765
100002094	error	1.03564545454545	0.977035294117647
1052	error	1.0634	1.04145882352941
100020823	error	1.93008181818182	1.39622352941176
100001806	error	0.8895	1.37024705882353
100006092	error	1.51463636363636	0.828076470588235
100001415	error	1.22163636363636	1.05522941176471
100000008	error	1.36248181818182	1.1105
565	error	0.933863636363636	0.987223529411765
100015851	error	0.997672727272727	1.10427058823529
100001866	error	1.24741818181818	1.11711176470588
100020546	error	1.01696363636364	1.39416470588235
100016110	error	0.840518181818182	1.162
100001254	error	1.08900909090909	1.08646470588235
100006260	error	1.45696363636364	0.847535294117647
826	error	1.13458181818182	1.72315294117647
100001872	error	1.63554545454545	1.11908823529412
100000263	error	1.2672	1.16124705882353
100021198	error	1.15696363636364	1.08627058823529
100015967	error	5.33151818181818	1.23847647058824
278	error	1.28252727272727	0.981688235294118
519	error	1.00519090909091	1.01107058823529
100009337	error	1.19193636363636	1.45114117647059
100002185	error	0.894509090909091	0.942323529411765
100001278	error	1.20453636363636	1.20535294117647
100002103	error	1.14861818181818	1.22525882352941
980	error	1.0439	1.06859411764706
100000016	error	0.949690909090909	0.943641176470588
100020372	error	1.16684545454545	1.01892941176471
100001662	error	1.10251818181818	1.01873529411765
100019972	error	0.855545454545455	1.26875294117647
254	error	1.69221818181818	3.30105294117647
100002009	error	4.94855454545455	1.3574
100010895	error	1.09354545454545	0.967217647058824
1140	error	1.09737272727273	0.967052941176471
100008951	error	1.28332727272727	0.836105882352941
1084	error	1.06116363636364	1.07585882352941
100002796	error	0.876609090909091	1.15336470588235
358	error	1.50569090909091	1.18932352941176
100002070	error	1.01848181818182	1.01272941176471
1628	error	2.91504545454545	1.45818823529412
823	error	1.0357	1.03272941176471
100004414	error	1.22550909090909	1.01817058823529
100006129	error	24.625	0.969564705882353
100002028	error	1.26451818181818	1.54507647058824
100021707	error	1.05844545454545	0.907764705882353
100000054	error	1.22140909090909	1.0205
100010869	error	1.37901818181818	1.12583529411765
100004575	error	1.00140909090909	1.17406470588235
100001212	error	1.38792727272727	1.87611764705882
818	error	1.19647272727273	1.03369411764706
100001092	error	0.953563636363636	1.36137058823529
100020371	error	0.947163636363636	1.27469411764706
100004112	error	1.22759090909091	1.24435882352941
1125	error	1.15019090909091	0.743011764705882
100020491	error	0.749409090909091	1.41668823529412
100003151	error	0.892745454545455	1.10604705882353
100000011	error	0.906772727272727	1.34388235294118
100003594	error	1.00036363636364	0.753147058823529
806	error	1.23699090909091	1.02141764705882
100001211	error	0.970554545454545	1.10631764705882
100002417	error	1.41791818181818	1.97448235294118
100009335	error	0.649990909090909	1.45941176470588
100000781	error	0.954572727272727	1.48161764705882
803	error	1.13945454545455	1.2601
50	error	1.36203636363636	1.18022941176471
796	error	1.17627272727273	1.10024705882353
100005834	error	1.07341818181818	1.03172352941176
100001580	error	0.879009090909091	1.02914117647059
480	error	1.03414545454545	0.996258823529412
100001540	error	1.1375	1.02812941176471
339	error	1.71116363636364	1.31265294117647
1110	error	1.08980909090909	1.05198235294118
100015836	error	0.808363636363636	1.03807647058824
100009271	error	1.56476363636364	1.42438823529412
100015638	error	1.13946363636364	0.996794117647059
100021667	error	0.924772727272727	0.837805882352941
100001279	error	2.09771818181818	0.969464705882353
100004208	error	0.869154545454545	1.32559411764706
100003695	error	1.16361818181818	1.25831764705882
100000802	error	1.05633636363636	1.11354705882353
100002769	error	1.12410909090909	0.998205882352941
100015835	error	0.993890909090909	1.08838235294118
229	error	1.03111818181818	1.18236470588235
100001266	error	0.993363636363636	0.9804
1342	error	9.91799090909091	0.967770588235294
100002102	error	1.09317272727273	1.07862941176471
100020254	error	1.25748181818182	1.11843529411765
1231	error	1.086	1.17967058823529
100020492	error	0.8704	1.77316470588235
100001402	error	1.11657272727273	1.87078235294118
415	error	1.01454545454545	1.04534117647059
100003109	error	1.44090909090909	0.799694117647059
275	error	1.04965454545455	1.05411764705882
1143	error	1.22552727272727	0.931470588235294
279	error	1.02123636363636	1.05647647058824
100001198	error	1.20736363636364	1.23165882352941
1648	error	4.54689090909091	2.28476470588235
100001590	error	1.15045454545455	1.07773529411765
100001733	error	1.23086363636364	1.61005882352941
100008933	error	1.44850909090909	0.889923529411765
100001550	error	1.56732727272727	0.987252941176471
1215	error	1.23392727272727	0.948458823529412
100002356	error	1.24167272727273	0.981023529411765
100002749	error	1.06333636363636	1.31762941176471
100006379	error	1.18671818181818	1.1091
100015966	error	3.73338181818182	1.18938235294118
100001392	error	0.966581818181818	1.38287058823529
100020425	error	1.66207272727273	1.00466470588235
100004299	error	1.37752727272727	1.46251176470588
100001734	error	1.01270909090909	1.0264
1002	error	1.07511818181818	1.09591764705882
100001337	error	0.907045454545455	1.01847058823529
100001452	error	1.20443636363636	1.07399411764706
314	error	1.11562727272727	0.947029411764706
100009264	error	2.3041	1.86852352941176
100004634	error	9.09136363636364	1.04386470588235
100000711	error	1.2748	1.04325882352941
100020536	error	1.02949090909091	1.71707647058824
100004318	error	1.00983636363636	0.730182352941177
100005850	error	0.849254545454545	1.34732941176471
100006619	error	1.55980909090909	0.897294117647059
356	error	0.907072727272727	1.14248235294118
1221	error	1.02476363636364	1.03144117647059
100001397	error	0.971163636363636	1.31363529411765
100019981	error	1.09020909090909	1.35520588235294
100001208	error	1.30786363636364	1.15078823529412
503	error	0.986018181818182	0.996670588235294
100006375	error	1.24192727272727	1.07014705882353
100001295	error	1.07687272727273	1.07395882352941
100020427	error	1.9815	1.08784705882353
100002784	error	1.45781818181818	1.10647058823529
917	error	1.02865454545455	1.05851764705882
1869	error	5.00458181818182	27.9072823529412
240	error	1.39105454545455	0.999658823529412
798	error	1.34210909090909	0.681552941176471
100002952	error	1.61255454545455	1.23897058823529
98	error	1.11981818181818	1.13490588235294
