#h.l
100019975	0.00698194864952453
100001279	0.0350667773834528
917	0.143926978617448
477	7.5513794692403e-05
#h.m
278	4.23529316001963e-09
100000787	7.5803990520427e-14
100000096	0.000253505292901653
100001526	0.0701303137187186
1087	0.000243859348646563
100000963	0.00771310008325417
#h.r
100000580	0.0145956181415137
100006105	2.26634971328663e-11
338	0.000164530035305401
100001296	5.84698911251598e-34
#l.m
#l.r
100002356	5.71411351691519e-204
100001757	2.75156671909469e-59
418	1.62158501606349e-180
100001868	1.08494669864343e-49
501	7.35460516967235e-08
100000282	5.97981878346644e-09
100003415	1.47608042311811e-39
#m.r
100020361	0.101661673558929
