chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.m.tsv
TAG52:0FA20:0	error	0.540327272727273	0.428736585365854
TAG58:6FA22:5	error	0.293663636363636	0.316385365853659
TAG50:1FA20:1	error	0.205945454545455	0.206048780487805
TAG54:6FA20:3	error	0.482563636363636	0.635375609756098
CE(24:0)	error	0.240390909090909	0.245336585365854
LCER(22:0)	error	0.278390909090909	0.190117073170732
TAG48:4FA16:1	error	0.333418181818182	0.388987804878049
TAG51:4FA16:0	error	1.22443636363636	1.22698292682927
PC(16:0/18:1)	error	213.250272727273	198.489187804878
TAG50:3FA14:1	error	1.08361818181818	1.05570975609756
CE(17:0)	error	7.1527	6.71196829268293
TAG56:6FA22:6	error	0.932727272727273	0.598724390243902
PC(18:1/16:1)	error	8.06922727272727	7.80104390243902
TAG53:3FA16:0	error	0.817281818181818	0.907236585365854
TAG54:4FA20:4	error	1.81225454545455	1.99513902439024
DAG(14:0/20:4)	error	0.0408181818181818	0.0400170731707317
CE(18:2)	error	1302.46460909091	1323.6068
DAG(14:1/18:1)	error	0.144936363636364	0.151768292682927
DCER(20:0)	error	0.0589636363636364	0.0515341463414634
LCER(20:1)	error	0.0412272727272727	0.0339487804878049
TAG54:3FA16:0	error	3.32043636363636	3.93418048780488
TAG48:3FA14:0	error	2.44288181818182	2.80503170731707
TAG56:1FA18:1	error	0.533409090909091	0.402109756097561
TAG58:9FA18:1	error	0.485709090909091	0.388780487804878
PE(P18:1/22:4)	error	0.918854545454545	0.81750487804878
TAG54:4FA16:0	error	4.64729090909091	5.43093414634146
PC(18:2/16:1)	error	11.3565545454545	12.040856097561
DAG(14:0/18:1)	error	0.412018181818182	0.430563414634146
TAG46:2FA14:1	error	0.620081818181818	0.542580487804878
TAG52:4FA20:0	error	0.391863636363636	0.509814634146341
PC(18:0/18:2)	error	189.3379	176.922892682927
PE(P16:0/22:4)	error	2.99989090909091	2.74349024390244
TAG50:4FA16:0	error	1.37246363636364	1.72780487804878
DAG(18:1/20:1)	error	0.0913454545454545	0.104453658536585
LPC(15:0)	error	0.186590909090909	0.184046341463415
TAG48:3FA18:2	error	5.15584545454545	6.00149512195122
TAG52:6FA22:6	error	0.532954545454545	0.352019512195122
TAG56:7FA18:3	error	0.300645454545455	0.39549756097561
PC(18:0/22:6)	error	14.5526818181818	11.8918268292683
SM(26:1)	error	0.5889	0.537256097560976
TAG48:2FA14:0	error	11.0592363636364	11.8083853658537
TAG48:3FA18:1	error	2.98638181818182	3.44222682926829
DAG(16:1/18:2)	error	0.783645454545455	1.03306829268293
TAG53:6FA18:3	error	2.8257	2.82874878048781
PC(16:0/12:0)	error	0.608545454545455	0.473351219512195
TAG51:5FA18:2	error	0.210272727272727	0.212382926829268
PE(P16:0/20:4)	error	10.0108545454545	9.83685609756098
TAG49:1FA16:1	error	0.358281818181818	0.3401
TAG56:5FA20:1	error	0.338527272727273	0.401417073170732
LPE(18:0)	error	1.19883636363636	1.05791219512195
FFA(20:4)	error	4.90374545454545	5.61445365853659
TAG46:1FA14:1	error	1.36405454545455	1.24061219512195
TAG46:3FA14:0	error	0.282527272727273	0.284987804878049
PE(P18:1/22:5)	error	0.985436363636364	0.871092682926829
TAG50:1FA14:0	error	3.67853636363636	3.29303414634146
TAG56:8FA20:4	error	2.12433636363636	2.60903658536585
TAG56:4FA20:1	error	0.860427272727273	0.981285365853659
MAG(18:3)	error	0.0976090909090909	0.0926317073170732
PE(18:0/20:4)	error	14.7403636363636	16.3759780487805
TAG53:2FA18:1	error	6.10676363636364	6.23134634146341
TAG54:7FA22:5	error	0.208145454545455	0.252987804878049
TAG60:12FA22:6	error	0.319790909090909	0.136885365853659
PC(18:0/20:2)	error	1.83268181818182	1.69427804878049
LPC(18:2)	error	7.26264545454545	7.32421707317073
PC(15:0/18:2)	error	1.16052727272727	1.18869024390244
DAG(18:1/18:1)	error	3.23919090909091	3.8559487804878
TAG56:4FA22:4	error	0.156709090909091	0.198948780487805
TAG56:9FA20:5	error	0.651281818181818	0.487934146341463
TAG49:2FA14:0	error	0.460445454545455	0.467546341463415
PC(16:0/18:3)	error	6.50030909090909	7.1343243902439
LPE(22:5)	error	0.149154545454545	0.155685365853659
TAG54:6FA20:5	error	2.49864545454545	2.15573902439024
TAG56:7FA22:6	error	5.7046	4.3013
TAG51:4FA16:1	error	0.252009090909091	0.31449756097561
TAG52:5FA20:5	error	0.724990909090909	0.604890243902439
SM(20:0)	error	41.4019636363636	43.2918878048781
TAG55:5FA20:4	error	0.291572727272727	0.322509756097561
TAG58:6FA20:4	error	0.138654545454545	0.14420243902439
PE(O18:0/20:4)	error	2.0074	2.0089
DAG(18:2/18:3)	error	0.234945454545455	0.330948780487805
TAG48:4FA18:3	error	0.592009090909091	0.677265853658537
TAG52:0FA16:0	error	3.53068181818182	2.88349756097561
TAG58:9FA22:5	error	0.298627272727273	0.37689756097561
TAG58:9FA22:6	error	1.51825454545455	1.11458780487805
PE(P18:1/16:0)	error	0.217027272727273	0.175946341463415
DAG(14:0/18:2)	error	0.351881818181818	0.390758536585366
TAG54:0FA18:0	error	1.07215454545455	0.682743902439024
TAG56:2FA16:0	error	0.266945454545455	0.239114634146341
TAG56:8FA22:5	error	0.381309090909091	0.485607317073171
PC(16:0/20:2)	error	5.34535454545455	5.66893170731707
PC(15:0/18:1)	error	0.886045454545455	0.745240243902439
TAG56:7FA18:2	error	2.67628181818182	3.3507487804878
LPE(18:1)	error	0.747736363636364	0.59390243902439
TAG50:2FA16:1	error	31.1894818181818	34.744556097561
PC(17:0/18:1)	error	1.38694545454545	1.29120731707317
DAG(16:0/18:1)	error	2.97281818181818	3.11647073170732
LPC(22:5)	error	0.306281818181818	0.31654512195122
TAG46:0FA18:0	error	0.884281818181818	0.657868292682927
PE(18:0/20:5)	error	2.22956363636364	1.89077317073171
LPE(22:4)	error	0.0597181818181818	0.0632390243902439
TAG46:1FA18:1	error	6.1627	5.65732926829268
TAG58:10FA20:4	error	0.708009090909091	0.680043902439024
DAG(14:0/16:1)	error	0.0809636363636364	0.0811085365853659
SM(24:0)	error	29.7985	26.8196073170732
TAG53:6FA18:2	error	1.65404545454545	1.6430756097561
HCER(18:0)	error	0.0669909090909091	0.0661634146341463
LPC(20:3)	error	1.80647272727273	1.79089512195122
TAG53:5FA18:2	error	11.1896181818182	11.3177292682927
TAG50:1FA18:0	error	6.39611818181818	5.8042756097561
TAG52:5FA20:3	error	0.323063636363636	0.383307317073171
PE(P16:0/22:5)	error	2.76042727272727	2.59518292682927
TAG44:0FA12:0	error	1.19042727272727	0.891470731707317
TAG55:6FA18:1	error	1.45139090909091	1.4466512195122
PC(20:0/18:2)	error	3.40553636363636	3.20794878048781
PE(P18:0/18:1)	error	1.1827	1.00475853658537
MAG(18:2)	error	0.0999818181818182	0.102580487804878
TAG52:5FA18:2	error	13.7349272727273	18.2035170731707
SM(16:0)	error	179.904527272727	164.11677804878
TAG49:1FA18:1	error	3.28787272727273	3.0260487804878
FFA(14:0)	error	32.8892090909091	35.8353243902439
TAG56:4FA20:4	error	0.4921	0.535163414634146
TAG46:2FA18:2	error	2.69341818181818	2.79048048780488
FFA(16:0)	error	616.632218181818	637.098531707317
TAG52:5FA22:5	error	0.381372727272727	0.440365853658537
PE(P18:1/20:3)	error	0.499036363636364	0.488309756097561
TAG56:8FA18:3	error	0.404209090909091	0.502943902439024
TAG46:3FA16:1	error	0.373190909090909	0.36780243902439
TAG50:1FA18:1	error	57.6191	63.7171512195122
TAG44:0FA16:0	error	3.12270909090909	2.36971463414634
CE(22:5)	error	2.27958181818182	2.41233170731707
TAG49:2FA16:1	error	0.871518181818182	0.927763414634146
TAG53:4FA18:1	error	17.3073727272727	17.3710634146341
TAG52:3FA20:3	error	1.06826363636364	1.21184146341463
TAG49:1FA17:0	error	0.746972727272727	0.672607317073171
TAG56:7FA18:1	error	2.97724545454545	2.98817804878049
TAG50:2FA18:0	error	2.324	2.07203658536585
TAG44:2FA16:0	error	0.699818181818182	0.633626829268293
TAG44:3FA18:2	error	0.213263636363636	0.225513414634146
TAG47:0FA15:0	error	0.469018181818182	0.397819512195122
TAG54:7FA16:1	error	0.558036363636364	0.5656
TAG52:3FA20:2	error	0.628063636363636	0.761429268292683
TAG52:5FA16:1	error	6.55420909090909	8.89108292682927
TAG51:2FA15:0	error	2.53305454545455	2.54686829268293
TAG54:7FA20:4	error	1.25687272727273	1.63845609756098
PE(P18:1/18:2)	error	1.92643636363636	1.76553414634146
TAG52:1FA16:1	error	0.506763636363636	0.461712195121951
TAG47:1FA15:0	error	0.528081818181818	0.474824390243902
TAG50:5FA14:0	error	0.612563636363636	0.695678048780488
TAG55:1FA16:0	error	0.827309090909091	0.728539024390244
TAG56:3FA18:0	error	0.437154545454545	0.42490243902439
TAG50:2FA14:0	error	14.6971454545455	15.4783073170732
TAG56:2FA18:1	error	1.83344545454545	1.62685609756098
TAG51:3FA18:2	error	3.97671818181818	4.55374146341463
PC(16:0/16:1)	error	11.2907818181818	11.3043682926829
TAG51:1FA16:0	error	3.45188181818182	3.2861243902439
TAG52:3FA18:1	error	162.245736363636	193.786809756098
TAG56:4FA18:1	error	2.10489090909091	2.41701707317073
TAG54:4FA20:1	error	0.263790909090909	0.330563414634146
TAG56:7FA18:0	error	0.227545454545455	0.202629268292683
TAG54:4FA18:3	error	2.10697272727273	2.14059024390244
TAG56:7FA20:3	error	0.613581818181818	0.74039756097561
PE(18:0/18:1)	error	2.17522727272727	1.8735487804878
TAG50:4FA14:1	error	0.701490909090909	0.766621951219512
