#h.l
PC[FA14:0]	6.71492663853633e-10
PC[FA20:2]	0.000115833086269319
SM[FA14:0]	1.17494260208125e-12
CE[FA18:4]	6.88996786606696e-108
CE[FA14:1]	8.15619006733836e-08
LPC[FA15:0]	8.22933051866263e-08
PC[FA18:1]	2.64788180398874e-09
PC[FA18:3]	1.37092725628000e-09
FFA[FA18:0]	1.83903198046671e-27
SM[FA26:0]	1.54185874271897e-238
PC[FA20:3]	0.00390957471712596
PC[FA18:2]	0.0470641509178179
CE[FA20:2]	0.00760871149959015
PC[FA15:0]	0.00249926414441674
LCER[FA14:0]	4.46306868351601e-25
#h.m
PC[FA14:0]	0.15190365764293
CE[FA14:0]	0.000254407772158299
Total[FA22:6]	3.09783493178567e-07
CE[FA16:0]	0.0721286415166789
LCER[FA20:1]	0.000189218748956724
Total[FA14:0]	0.168571187614795
PC[FA20:3]	3.14340325640388e-74
DCER[FA16:0]	2.39942609385717e-09
CER[FA24:0]	0.109266554052784
#h.r
LCER[FA20:1]	0.042681488607533
LPC[FA18:2]	0.0215069318078436
PE[FA22:4]	0.040214591225973
#l.m
#l.r
PC[FA20:5]	0.0100984479995466
SM[FA22:0]	1.4330741151048e-246
FFA[FA18:0]	1.81562612596262e-35
Total[FA14:0]	3.03495768009469e-281
PC[FA18:2]	1.11062891073876e-10
FFA[FA12:0]	0.00213275476966498
SM[FA16:0]	4.92283508817198e-15
Total[FA20:0]	2.11775286159145e-261
CE[FA20:5]	0.0710617587454637
Total[FA18:0]	4.05644270220797e-08
#m.r
Total[FA22:6]	2.95974864393845e-49
PC[FA22:6]	1.25497158019121e-170
Total[FA22:5]	7.42982916756371e-192
