chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.l.tsv
TAG54:6FA22:5	error	0.745718181818182	0.808170588235294
TAG56:4FA18:0	error	0.825872727272727	0.862947058823529
TAG51:3FA18:1	error	8.8602	8.83659411764706
LPC(18:0)	error	26.3925	25.9845647058824
FFA(20:5)	error	8.4483	8.64130588235294
TAG54:6FA18:1	error	6.16335454545455	7.45064117647059
TAG52:6FA18:1	error	0.286263636363636	0.298570588235294
PC(18:2/20:2)	error	0.415422727272727	0.456826470588235
PC(16:0/22:5)	error	19.2340545454545	19.5163411764706
TAG45:1FA15:0	error	0.142972727272727	0.0691294117647059
TAG50:3FA18:3	error	3.21335454545455	2.59885294117647
TAG48:1FA12:0	error	0.818109090909091	0.513594117647059
TAG52:6FA20:5	error	0.654872727272727	0.553917647058824
TAG53:5FA20:4	error	0.327763636363636	0.276117647058824
CE(20:4)	error	196.490590909091	226.824582352941
CER(22:1)	error	0.0503909090909091	0.0445176470588235
MAG(18:0)	error	1.03394545454545	1.0768
TAG48:3FA18:3	error	1.05865454545455	0.657723529411765
FFA(18:0)	error	450.761163636364	464.859411764706
TAG52:4FA18:2	error	90.0178	108.321823529412
TAG42:1FA18:1	error	0.533972727272727	0.429435294117647
TAG60:10FA22:5	error	0.104981818181818	0.125035294117647
DCER(26:0)	error	0.132554545454545	0.141485294117647
LCER(18:0)	error	0.145363636363636	0.131911764705882
TAG42:0FA12:0	error	0.631663636363636	0.243861764705882
TAG51:3FA17:0	error	0.481081818181818	0.401617647058824
TAG52:6FA16:0	error	0.698445454545454	0.637747058823529
CE(22:4)	error	0.491063636363636	0.455876470588235
TAG48:4FA14:1	error	0.274863636363636	0.201394117647059
TAG50:3FA18:1	error	18.3155181818182	17.7851882352941
TAG53:4FA17:0	error	1.24622727272727	1.22882941176471
PC(16:0/20:4)	error	187.627018181818	223.090335294118
TAG44:1FA18:1	error	1.70574545454545	1.16531176470588
TAG48:0FA16:0	error	17.6182	11.6415882352941
DAG(16:1/20:4)	error	0.0688636363636364	0.0663705882352941
PC(17:0/18:2)	error	2.76242727272727	2.58506470588235
TAG54:4FA18:2	error	49.3858090909091	57.2963823529412
TAG50:0FA14:0	error	0.522	0.317064705882353
TAG58:7FA20:4	error	0.214081818181818	0.231782352941176
TAG52:4FA18:3	error	14.5990545454545	15.6161411764706
FFA(16:1)	error	14.6008727272727	17.3138941176471
TAG51:3FA16:0	error	10.1397454545455	9.95012352941177
TAG50:4FA18:3	error	2.00779090909091	1.78594117647059
TAG54:4FA20:3	error	4.2651	4.21925882352941
