chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc
100000257	1.0072728813559322	1.2536235294117648	1.3559560975609757	1.6003	up	0.0022	0.6678878067488936
100004208	1.520806779661017	1.325594117647059	1.0571853658536585	0.8691545454545454	down	0.0109	0.8071522361895964
100020536	2.113737288135593	1.7170764705882353	1.4883219512195123	1.029490909090909	down	0.0112	1.0378649880744681
100001605	1.3595254237288135	1.2241588235294119	1.015309756097561	0.8703545454545455	down	0.0063	0.6434280121957244
100001121	1.870228813559322	3.185570588235294	4.760212195121952	6.402263636363636	up	0.0132	1.7753672985373739
100015831	1.2292525423728813	1.1074470588235295	0.9524609756097561	0.8820181818181818	down	0.0017	0.4789010382355479
100001950	1.2651406779661016	1.165170588235294	0.9591634146341463	0.7766272727272727	down	0.0012	0.7040035388555674
100006098	1.7166	1.5551117647058823	1.1330414634146342	0.9067636363636364	down	0.0108	0.9207554620562683
100002761	1.3552271186440679	1.530764705882353	1.752170731707317	2.0105909090909093	up	0.0123	0.569084920245055
100009246	1.6077033898305084	1.2516764705882353	1.110590243902439	0.7667272727272727	down	0.0311	1.068215860818103
100001510	1.4747050847457628	1.2402058823529412	1.1184121951219512	0.8619272727272728	down	0.0083	0.7747884209603835
