chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status	pval	endpoint_log2fc	padj
TAG56:3FA20:1	1.27996101694915	1.19310588235294	1.10269756097561	1.01645454545455	down	0.0065	0.332554170394519	0.0065
